profileID,respID,qID,altID,obsID,price,capacity,range,type,compatability
210,11,1,1,61,50,5,0.5,Ring,iOS/Android
272,11,1,2,61,50,3,1,Card,Android
42,11,1,3,61,50,3,0.1,Ring,iOS
58,11,2,1,62,100,3,0.1,Ring,Android
210,11,2,2,62,50,5,0.5,Ring,iOS/Android
152,11,2,3,62,50,3,0.5,Card,iOS
258,11,3,1,63,50,3,1,Ring,iOS
39,11,3,2,63,25,3,0.1,Bracelet,iOS
323,11,3,3,63,100,5,1,Bracelet,iOS/Android
127,11,4,1,64,50,1,0.5,Bracelet,Android
86,11,4,2,64,25,5,0.1,Ring,Android
3,11,4,3,64,25,1,0.1,Bracelet,iOS
278,11,5,1,65,25,3,1,Ring,iOS/Android
144,11,5,2,65,100,1,0.5,Card,iOS/Android
88,11,5,3,65,25,5,0.1,Card,Android
33,11,6,1,66,100,1,0.1,Implantable,iOS/Android
121,11,6,2,66,25,1,0.5,Implantable,Android
76,11,6,3,66,25,5,0.1,Card,iOS
31,12,1,1,67,50,1,0.1,Bracelet,iOS/Android
22,12,1,2,67,100,1,0.1,Ring,Android
50,12,1,3,67,25,3,0.1,Ring,Android
194,12,2,1,68,25,5,0.5,Ring,Android
7,12,2,2,68,50,1,0.1,Bracelet,iOS
92,12,2,3,68,50,5,0.1,Card,Android
36,12,3,1,69,100,1,0.1,Card,iOS/Android
219,12,3,2,69,25,1,1,Bracelet,iOS
152,12,3,3,69,50,3,0.5,Card,iOS
168,12,4,1,70,100,3,0.5,Card,Android
37,12,4,2,70,25,3,0.1,Implantable,iOS
57,12,4,3,70,100,3,0.1,Implantable,Android
87,12,5,1,71,25,5,0.1,Bracelet,Android
147,12,5,2,71,25,3,0.5,Bracelet,iOS
115,12,5,3,71,50,1,0.5,Bracelet,iOS
139,12,6,1,72,50,1,0.5,Bracelet,iOS/Android
171,12,6,2,72,25,3,0.5,Bracelet,iOS/Android
269,12,6,3,72,50,3,1,Implantable,Android
213,13,1,1,73,100,5,0.5,Implantable,iOS/Android
151,13,1,2,73,50,3,0.5,Bracelet,iOS
38,13,1,3,73,25,3,0.1,Ring,iOS
122,13,2,1,74,25,1,0.5,Ring,Android
269,13,2,2,74,50,3,1,Implantable,Android
134,13,2,3,74,25,1,0.5,Ring,iOS/Android
156,13,3,1,75,100,3,0.5,Card,iOS
132,13,3,2,75,100,1,0.5,Card,Android
137,13,3,3,75,50,1,0.5,Implantable,iOS/Android
116,13,4,1,76,50,1,0.5,Card,iOS
123,13,4,2,76,25,1,0.5,Bracelet,Android
117,13,4,3,76,100,1,0.5,Implantable,iOS
317,13,5,1,77,50,5,1,Implantable,iOS/Android
155,13,5,2,77,100,3,0.5,Bracelet,iOS
192,13,5,3,77,100,5,0.5,Card,iOS
183,13,6,1,78,25,5,0.5,Bracelet,iOS
295,13,6,2,78,50,5,1,Bracelet,iOS
177,13,6,3,78,100,3,0.5,Implantable,iOS/Android
249,14,1,1,79,100,1,1,Implantable,iOS/Android
18,14,1,2,79,50,1,0.1,Ring,Android
214,14,1,3,79,100,5,0.5,Ring,iOS/Android
196,14,2,1,80,25,5,0.5,Card,Android
215,14,2,2,80,100,5,0.5,Bracelet,iOS/Android
250,14,2,3,80,100,1,1,Ring,iOS/Android
311,14,3,1,81,100,5,1,Bracelet,Android
309,14,3,2,81,100,5,1,Implantable,Android
72,14,3,3,81,100,3,0.1,Card,iOS/Android
74,14,4,1,82,25,5,0.1,Ring,iOS
299,14,4,2,82,100,5,1,Bracelet,iOS
35,14,4,3,82,100,1,0.1,Bracelet,iOS/Android
41,14,5,1,83,50,3,0.1,Implantable,iOS
170,14,5,2,83,25,3,0.5,Ring,iOS/Android
178,14,5,3,83,100,3,0.5,Ring,iOS/Android
237,14,6,1,84,100,1,1,Implantable,Android
201,14,6,2,84,100,5,0.5,Implantable,Android
142,14,6,3,84,100,1,0.5,Ring,iOS/Android
255,15,1,1,85,25,3,1,Bracelet,iOS
237,15,1,2,85,100,1,1,Implantable,Android
168,15,1,3,85,100,3,0.5,Card,Android
54,15,2,1,86,50,3,0.1,Ring,Android
144,15,2,2,86,100,1,0.5,Card,iOS/Android
145,15,2,3,86,25,3,0.5,Implantable,iOS
250,15,3,1,87,100,1,1,Ring,iOS/Android
78,15,3,2,87,50,5,0.1,Ring,iOS
208,15,3,3,87,25,5,0.5,Card,iOS/Android
282,15,4,1,88,50,3,1,Ring,iOS/Android
67,15,4,2,88,50,3,0.1,Bracelet,iOS/Android
54,15,4,3,88,50,3,0.1,Ring,Android
193,15,5,1,89,25,5,0.5,Implantable,Android
87,15,5,2,89,25,5,0.1,Bracelet,Android
205,15,5,3,89,25,5,0.5,Implantable,iOS/Android
186,15,6,1,90,50,5,0.5,Ring,iOS
234,15,6,2,90,50,1,1,Ring,Android
292,15,6,3,90,25,5,1,Card,iOS
92,16,1,1,91,50,5,0.1,Card,Android
58,16,1,2,91,100,3,0.1,Ring,Android
76,16,1,3,91,25,5,0.1,Card,iOS
242,16,2,1,92,25,1,1,Ring,iOS/Android
169,16,2,2,92,25,3,0.5,Implantable,iOS/Android
25,16,2,3,92,25,1,0.1,Implantable,iOS/Android
246,16,3,1,93,50,1,1,Ring,iOS/Android
244,16,3,2,93,25,1,1,Card,iOS/Android
215,16,3,3,93,100,5,0.5,Bracelet,iOS/Android
223,16,4,1,94,50,1,1,Bracelet,iOS
171,16,4,2,94,25,3,0.5,Bracelet,iOS/Android
92,16,4,3,94,50,5,0.1,Card,Android
282,16,5,1,95,50,3,1,Ring,iOS/Android
59,16,5,2,95,100,3,0.1,Bracelet,Android
143,16,5,3,95,100,1,0.5,Bracelet,iOS/Android
226,16,6,1,96,100,1,1,Ring,iOS
165,16,6,2,96,100,3,0.5,Implantable,Android
243,16,6,3,96,25,1,1,Bracelet,iOS/Android
47,17,1,1,97,100,3,0.1,Bracelet,iOS
213,17,1,2,97,100,5,0.5,Implantable,iOS/Android
110,17,1,3,97,25,1,0.5,Ring,iOS
40,17,2,1,98,25,3,0.1,Card,iOS
41,17,2,2,98,50,3,0.1,Implantable,iOS
267,17,2,3,98,25,3,1,Bracelet,Android
274,17,3,1,99,100,3,1,Ring,Android
137,17,3,2,99,50,1,0.5,Implantable,iOS/Android
273,17,3,3,99,100,3,1,Implantable,Android
255,17,4,1,100,25,3,1,Bracelet,iOS
2,17,4,2,100,25,1,0.1,Ring,iOS
296,17,4,3,100,50,5,1,Card,iOS
283,17,5,1,101,50,3,1,Bracelet,iOS/Android
107,17,5,2,101,100,5,0.1,Bracelet,iOS/Android
12,17,5,3,101,100,1,0.1,Card,iOS
218,17,6,1,102,25,1,1,Ring,iOS
277,17,6,2,102,25,3,1,Implantable,iOS/Android
318,17,6,3,102,50,5,1,Ring,iOS/Android
308,18,1,1,103,50,5,1,Card,Android
225,18,1,2,103,100,1,1,Implantable,iOS
263,18,1,3,103,100,3,1,Bracelet,iOS
107,18,2,1,104,100,5,0.1,Bracelet,iOS/Android
303,18,2,2,104,25,5,1,Bracelet,Android
7,18,2,3,104,50,1,0.1,Bracelet,iOS
227,18,3,1,105,100,1,1,Bracelet,iOS
52,18,3,2,105,25,3,0.1,Card,Android
132,18,3,3,105,100,1,0.5,Card,Android
168,18,4,1,106,100,3,0.5,Card,Android
221,18,4,2,106,50,1,1,Implantable,iOS
319,18,4,3,106,50,5,1,Bracelet,iOS/Android
217,18,5,1,107,25,1,1,Implantable,iOS
111,18,5,2,107,25,1,0.5,Bracelet,iOS
240,18,5,3,107,100,1,1,Card,Android
133,18,6,1,108,25,1,0.5,Implantable,iOS/Android
273,18,6,2,108,100,3,1,Implantable,Android
127,18,6,3,108,50,1,0.5,Bracelet,Android
213,19,1,1,109,100,5,0.5,Implantable,iOS/Android
303,19,1,2,109,25,5,1,Bracelet,Android
31,19,1,3,109,50,1,0.1,Bracelet,iOS/Android
131,19,2,1,110,100,1,0.5,Bracelet,Android
63,19,2,2,110,25,3,0.1,Bracelet,iOS/Android
59,19,2,3,110,100,3,0.1,Bracelet,Android
56,19,3,1,111,50,3,0.1,Card,Android
225,19,3,2,111,100,1,1,Implantable,iOS
215,19,3,3,111,100,5,0.5,Bracelet,iOS/Android
124,19,4,1,112,25,1,0.5,Card,Android
217,19,4,2,112,25,1,1,Implantable,iOS
285,19,4,3,112,100,3,1,Implantable,iOS/Android
233,19,5,1,113,50,1,1,Implantable,Android
93,19,5,2,113,100,5,0.1,Implantable,Android
63,19,5,3,113,25,3,0.1,Bracelet,iOS/Android
188,19,6,1,114,50,5,0.5,Card,iOS
76,19,6,2,114,25,5,0.1,Card,iOS
12,19,6,3,114,100,1,0.1,Card,iOS
223,20,1,1,115,50,1,1,Bracelet,iOS
227,20,1,2,115,100,1,1,Bracelet,iOS
68,20,1,3,115,50,3,0.1,Card,iOS/Android
247,20,2,1,116,50,1,1,Bracelet,iOS/Android
314,20,2,2,116,25,5,1,Ring,iOS/Android
181,20,2,3,116,25,5,0.5,Implantable,iOS
160,20,3,1,117,25,3,0.5,Card,Android
223,20,3,2,117,50,1,1,Bracelet,iOS
285,20,3,3,117,100,3,1,Implantable,iOS/Android
178,20,4,1,118,100,3,0.5,Ring,iOS/Android
239,20,4,2,118,100,1,1,Bracelet,Android
53,20,4,3,118,50,3,0.1,Implantable,Android
144,20,5,1,119,100,1,0.5,Card,iOS/Android
106,20,5,2,119,100,5,0.1,Ring,iOS/Android
78,20,5,3,119,50,5,0.1,Ring,iOS
181,20,6,1,120,25,5,0.5,Implantable,iOS
283,20,6,2,120,50,3,1,Bracelet,iOS/Android
71,20,6,3,120,100,3,0.1,Bracelet,iOS/Android
124,21,1,1,121,25,1,0.5,Card,Android
288,21,1,2,121,100,3,1,Card,iOS/Android
238,21,1,3,121,100,1,1,Ring,Android
112,21,2,1,122,25,1,0.5,Card,iOS
234,21,2,2,122,50,1,1,Ring,Android
308,21,2,3,122,50,5,1,Card,Android
107,21,3,1,123,100,5,0.1,Bracelet,iOS/Android
3,21,3,2,123,25,1,0.1,Bracelet,iOS
137,21,3,3,123,50,1,0.5,Implantable,iOS/Android
180,21,4,1,124,100,3,0.5,Card,iOS/Android
97,21,4,2,124,25,5,0.1,Implantable,iOS/Android
129,21,4,3,124,100,1,0.5,Implantable,Android
133,21,5,1,125,25,1,0.5,Implantable,iOS/Android
15,21,5,2,125,25,1,0.1,Bracelet,Android
131,21,5,3,125,100,1,0.5,Bracelet,Android
241,21,6,1,126,25,1,1,Implantable,iOS/Android
49,21,6,2,126,25,3,0.1,Implantable,Android
80,21,6,3,126,50,5,0.1,Card,iOS
129,22,1,1,127,100,1,0.5,Implantable,Android
89,22,1,2,127,50,5,0.1,Implantable,Android
237,22,1,3,127,100,1,1,Implantable,Android
252,22,2,1,128,100,1,1,Card,iOS/Android
152,22,2,2,128,50,3,0.5,Card,iOS
303,22,2,3,128,25,5,1,Bracelet,Android
12,22,3,1,129,100,1,0.1,Card,iOS
277,22,3,2,129,25,3,1,Implantable,iOS/Android
126,22,3,3,129,50,1,0.5,Ring,Android
207,22,4,1,130,25,5,0.5,Bracelet,iOS/Android
64,22,4,2,130,25,3,0.1,Card,iOS/Android
107,22,4,3,130,100,5,0.1,Bracelet,iOS/Android
83,22,5,1,131,100,5,0.1,Bracelet,iOS
296,22,5,2,131,50,5,1,Card,iOS
52,22,5,3,131,25,3,0.1,Card,Android
130,22,6,1,132,100,1,0.5,Ring,Android
106,22,6,2,132,100,5,0.1,Ring,iOS/Android
313,22,6,3,132,25,5,1,Implantable,iOS/Android
113,23,1,1,133,50,1,0.5,Implantable,iOS
129,23,1,2,133,100,1,0.5,Implantable,Android
111,23,1,3,133,25,1,0.5,Bracelet,iOS
250,23,2,1,134,100,1,1,Ring,iOS/Android
184,23,2,2,134,25,5,0.5,Card,iOS
77,23,2,3,134,50,5,0.1,Implantable,iOS
134,23,3,1,135,25,1,0.5,Ring,iOS/Android
257,23,3,2,135,50,3,1,Implantable,iOS
281,23,3,3,135,50,3,1,Implantable,iOS/Android
98,23,4,1,136,25,5,0.1,Ring,iOS/Android
316,23,4,2,136,25,5,1,Card,iOS/Android
59,23,4,3,136,100,3,0.1,Bracelet,Android
19,23,5,1,137,50,1,0.1,Bracelet,Android
120,23,5,2,137,100,1,0.5,Card,iOS
287,23,5,3,137,100,3,1,Bracelet,iOS/Android
313,23,6,1,138,25,5,1,Implantable,iOS/Android
251,23,6,2,138,100,1,1,Bracelet,iOS/Android
228,23,6,3,138,100,1,1,Card,iOS
205,24,1,1,139,25,5,0.5,Implantable,iOS/Android
174,24,1,2,139,50,3,0.5,Ring,iOS/Android
275,24,1,3,139,100,3,1,Bracelet,Android
83,24,2,1,140,100,5,0.1,Bracelet,iOS
178,24,2,2,140,100,3,0.5,Ring,iOS/Android
311,24,2,3,140,100,5,1,Bracelet,Android
87,24,3,1,141,25,5,0.1,Bracelet,Android
321,24,3,2,141,100,5,1,Implantable,iOS/Android
104,24,3,3,141,50,5,0.1,Card,iOS/Android
314,24,4,1,142,25,5,1,Ring,iOS/Android
181,24,4,2,142,25,5,0.5,Implantable,iOS
293,24,4,3,142,50,5,1,Implantable,iOS
193,24,5,1,143,25,5,0.5,Implantable,Android
143,24,5,2,143,100,1,0.5,Bracelet,iOS/Android
152,24,5,3,143,50,3,0.5,Card,iOS
293,24,6,1,144,50,5,1,Implantable,iOS
296,24,6,2,144,50,5,1,Card,iOS
147,24,6,3,144,25,3,0.5,Bracelet,iOS
194,25,1,1,145,25,5,0.5,Ring,Android
160,25,1,2,145,25,3,0.5,Card,Android
228,25,1,3,145,100,1,1,Card,iOS
71,25,2,1,146,100,3,0.1,Bracelet,iOS/Android
295,25,2,2,146,50,5,1,Bracelet,iOS
265,25,2,3,146,25,3,1,Implantable,Android
220,25,3,1,147,25,1,1,Card,iOS
246,25,3,2,147,50,1,1,Ring,iOS/Android
55,25,3,3,147,50,3,0.1,Bracelet,Android
15,25,4,1,148,25,1,0.1,Bracelet,Android
159,25,4,2,148,25,3,0.5,Bracelet,Android
44,25,4,3,148,50,3,0.1,Card,iOS
44,25,5,1,149,50,3,0.1,Card,iOS
145,25,5,2,149,25,3,0.5,Implantable,iOS
229,25,5,3,149,25,1,1,Implantable,Android
144,25,6,1,150,100,1,0.5,Card,iOS/Android
208,25,6,2,150,25,5,0.5,Card,iOS/Android
112,25,6,3,150,25,1,0.5,Card,iOS
294,26,1,1,151,50,5,1,Ring,iOS
203,26,1,2,151,100,5,0.5,Bracelet,Android
289,26,1,3,151,25,5,1,Implantable,iOS
106,26,2,1,152,100,5,0.1,Ring,iOS/Android
320,26,2,2,152,50,5,1,Card,iOS/Android
287,26,2,3,152,100,3,1,Bracelet,iOS/Android
21,26,3,1,153,100,1,0.1,Implantable,Android
213,26,3,2,153,100,5,0.5,Implantable,iOS/Android
103,26,3,3,153,50,5,0.1,Bracelet,iOS/Android
138,26,4,1,154,50,1,0.5,Ring,iOS/Android
317,26,4,2,154,50,5,1,Implantable,iOS/Android
180,26,4,3,154,100,3,0.5,Card,iOS/Android
215,26,5,1,155,100,5,0.5,Bracelet,iOS/Android
293,26,5,2,155,50,5,1,Implantable,iOS
175,26,5,3,155,50,3,0.5,Bracelet,iOS/Android
115,26,6,1,156,50,1,0.5,Bracelet,iOS
194,26,6,2,156,25,5,0.5,Ring,Android
299,26,6,3,156,100,5,1,Bracelet,iOS
260,27,1,1,157,50,3,1,Card,iOS
23,27,1,2,157,100,1,0.1,Bracelet,Android
110,27,1,3,157,25,1,0.5,Ring,iOS
230,27,2,1,158,25,1,1,Ring,Android
298,27,2,2,158,100,5,1,Ring,iOS
232,27,2,3,158,25,1,1,Card,Android
92,27,3,1,159,50,5,0.1,Card,Android
177,27,3,2,159,100,3,0.5,Implantable,iOS/Android
240,27,3,3,159,100,1,1,Card,Android
249,27,4,1,160,100,1,1,Implantable,iOS/Android
318,27,4,2,160,50,5,1,Ring,iOS/Android
307,27,4,3,160,50,5,1,Bracelet,Android
72,27,5,1,161,100,3,0.1,Card,iOS/Android
217,27,5,2,161,25,1,1,Implantable,iOS
164,27,5,3,161,50,3,0.5,Card,Android
101,27,6,1,162,50,5,0.1,Implantable,iOS/Android
117,27,6,2,162,100,1,0.5,Implantable,iOS
87,27,6,3,162,25,5,0.1,Bracelet,Android
53,28,1,1,163,50,3,0.1,Implantable,Android
13,28,1,2,163,25,1,0.1,Implantable,Android
196,28,1,3,163,25,5,0.5,Card,Android
44,28,2,1,164,50,3,0.1,Card,iOS
249,28,2,2,164,100,1,1,Implantable,iOS/Android
49,28,2,3,164,25,3,0.1,Implantable,Android
31,28,3,1,165,50,1,0.1,Bracelet,iOS/Android
249,28,3,2,165,100,1,1,Implantable,iOS/Android
276,28,3,3,165,100,3,1,Card,Android
120,28,4,1,166,100,1,0.5,Card,iOS
161,28,4,2,166,50,3,0.5,Implantable,Android
260,28,4,3,166,50,3,1,Card,iOS
77,28,5,1,167,50,5,0.1,Implantable,iOS
227,28,5,2,167,100,1,1,Bracelet,iOS
306,28,5,3,167,50,5,1,Ring,Android
211,28,6,1,168,50,5,0.5,Bracelet,iOS/Android
72,28,6,2,168,100,3,0.1,Card,iOS/Android
180,28,6,3,168,100,3,0.5,Card,iOS/Android
218,29,1,1,169,25,1,1,Ring,iOS
198,29,1,2,169,50,5,0.5,Ring,Android
316,29,1,3,169,25,5,1,Card,iOS/Android
100,29,2,1,170,25,5,0.1,Card,iOS/Android
127,29,2,2,170,50,1,0.5,Bracelet,Android
238,29,2,3,170,100,1,1,Ring,Android
30,29,3,1,171,50,1,0.1,Ring,iOS/Android
255,29,3,2,171,25,3,1,Bracelet,iOS
126,29,3,3,171,50,1,0.5,Ring,Android
178,29,4,1,172,100,3,0.5,Ring,iOS/Android
238,29,4,2,172,100,1,1,Ring,Android
120,29,4,3,172,100,1,0.5,Card,iOS
32,29,5,1,173,50,1,0.1,Card,iOS/Android
57,29,5,2,173,100,3,0.1,Implantable,Android
144,29,5,3,173,100,1,0.5,Card,iOS/Android
258,29,6,1,174,50,3,1,Ring,iOS
113,29,6,2,174,50,1,0.5,Implantable,iOS
203,29,6,3,174,100,5,0.5,Bracelet,Android
188,30,1,1,175,50,5,0.5,Card,iOS
239,30,1,2,175,100,1,1,Bracelet,Android
246,30,1,3,175,50,1,1,Ring,iOS/Android
