"session_id","time_start","time_end","completion_code","respID","browser","ip_address","consent_age","consent_understand","rfid_interest","screenout","cbc_q1","cbc_q2","cbc_q3","cbc_q4","cbc_q5","cbc_q6","year_of_birth","gender","feedback","time_q_consent_age","time_q_consent_understand","time_q_rfid_interest","time_q_screenout","time_q_cbc_q1","time_q_cbc_q2","time_q_cbc_q3","time_q_cbc_q4","time_q_cbc_q5","time_q_cbc_q6","time_q_year_of_birth","time_q_gender","time_q_feedback","time_p_welcome","time_p_consent","time_p_favorite_fruit","time_p_screening","time_p_educational","time_p_cbc_intro","time_p_cbc_q1_page","time_p_cbc_q2_page","time_p_cbc_q3_page","time_p_cbc_q4_page","time_p_cbc_q5_page","time_p_cbc_q6_page","time_p_demographics","time_p_end_normal","time_p_end_consent","time_p_end_screenout","current_page"
"7d47672dcd4e3c04b8c5e94d9fce00ce","2025-10-22 20:46:16 UTC","2025-10-22 20:46:31 UTC","1918997248","454","Chrome v141, Windows","128.164.171.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 20:46:16 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134336d8aa7142164e5e148c9f769bd5","2025-10-22 20:39:58 UTC","2025-10-22 20:43:15 UTC","6568147170","202","Chrome v141, Mac OS X","128.164.171.30","yes","yes","kind_of","red","option_1","option_1","option_3","option_3","option_1","option_3","2003","female",NA,"2025-10-22 20:40:30 UTC","2025-10-22 20:40:31 UTC","2025-10-22 20:40:35 UTC","2025-10-22 20:41:18 UTC","2025-10-22 20:41:32 UTC","2025-10-22 20:41:37 UTC","2025-10-22 20:42:02 UTC","2025-10-22 20:42:08 UTC","2025-10-22 20:42:11 UTC","2025-10-22 20:42:19 UTC","2025-10-22 20:42:26 UTC","2025-10-22 20:42:29 UTC","2025-10-22 20:42:33 UTC","2025-10-22 20:39:58 UTC","2025-10-22 20:40:27 UTC","2025-10-22 20:40:33 UTC","2025-10-22 20:40:36 UTC","2025-10-22 20:41:19 UTC","2025-10-22 20:41:23 UTC","2025-10-22 20:41:27 UTC","2025-10-22 20:41:33 UTC","2025-10-22 20:41:38 UTC","2025-10-22 20:42:02 UTC","2025-10-22 20:42:09 UTC","2025-10-22 20:42:13 UTC","2025-10-22 20:42:19 UTC","2025-10-22 20:42:59 UTC",NA,NA,"end_normal"
"b63b0e93889a0d30462a9ef6b68c694b","2025-10-22 20:48:26 UTC","2025-10-22 20:55:11 UTC","6223002294","278","Chrome v141, Windows","128.164.171.27","yes","yes","kind_of","red","option_2","option_1","option_3","option_1","option_2","option_2","2002","male","Good","2025-10-22 20:50:46 UTC","2025-10-22 20:50:47 UTC","2025-10-22 20:50:59 UTC","2025-10-22 20:51:12 UTC","2025-10-22 20:52:25 UTC","2025-10-22 20:52:36 UTC","2025-10-22 20:52:50 UTC","2025-10-22 20:52:56 UTC","2025-10-22 20:53:00 UTC","2025-10-22 20:53:03 UTC","2025-10-22 20:53:10 UTC","2025-10-22 20:54:02 UTC","2025-10-22 20:54:52 UTC","2025-10-22 20:48:26 UTC","2025-10-22 20:50:43 UTC","2025-10-22 20:50:48 UTC","2025-10-22 20:51:00 UTC","2025-10-22 20:51:13 UTC","2025-10-22 20:52:02 UTC","2025-10-22 20:52:06 UTC","2025-10-22 20:52:27 UTC","2025-10-22 20:52:40 UTC","2025-10-22 20:52:52 UTC","2025-10-22 20:52:58 UTC","2025-10-22 20:53:01 UTC","2025-10-22 20:53:05 UTC","2025-10-22 20:54:53 UTC",NA,NA,"end_normal"
"1a74ce2cc99acb1ae0e796771e7af59b","2025-10-22 20:41:48 UTC","2025-10-22 20:47:18 UTC","8915020778","322","Chrome v141, Windows","128.164.171.29","yes","yes","yes","red","option_1","option_2","option_2","option_3","option_3","option_2","2003","female",NA,"2025-10-22 20:42:51 UTC","2025-10-22 20:42:55 UTC","2025-10-22 20:43:00 UTC","2025-10-22 20:43:15 UTC","2025-10-22 20:44:39 UTC","2025-10-22 20:45:59 UTC","2025-10-22 20:46:05 UTC","2025-10-22 20:46:15 UTC","2025-10-22 20:46:33 UTC","2025-10-22 20:46:42 UTC","2025-10-22 20:46:46 UTC","2025-10-22 20:46:49 UTC","2025-10-22 20:46:59 UTC","2025-10-22 20:41:48 UTC","2025-10-22 20:42:49 UTC","2025-10-22 20:42:58 UTC","2025-10-22 20:43:01 UTC","2025-10-22 20:43:33 UTC","2025-10-22 20:44:15 UTC","2025-10-22 20:44:17 UTC","2025-10-22 20:44:47 UTC","2025-10-22 20:46:00 UTC","2025-10-22 20:46:08 UTC","2025-10-22 20:46:16 UTC","2025-10-22 20:46:34 UTC","2025-10-22 20:46:43 UTC","2025-10-22 20:47:00 UTC",NA,NA,"end_normal"
"34d8e4926931b315068004c0b5c9a4b4","2025-10-22 20:50:00 UTC","2025-10-22 20:51:00 UTC","2771885784","70","Chrome v140, Windows","161.253.25.25","yes","yes","no","blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 20:50:06 UTC","2025-10-22 20:50:21 UTC","2025-10-22 20:50:25 UTC","2025-10-22 20:50:39 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 20:50:00 UTC","2025-10-22 20:50:04 UTC","2025-10-22 20:50:22 UTC","2025-10-22 20:50:25 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 20:50:40 UTC","end_screenout"
"e3f2dd3eccb9ba0450684ff92d401d24","2025-10-22 21:12:41 UTC","2025-10-22 21:13:06 UTC","2794767524","293","Chrome v141, Mac OS X","161.253.25.29","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 21:12:44 UTC","2025-10-22 21:12:45 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-22 21:12:41 UTC","2025-10-22 21:12:42 UTC","2025-10-22 21:12:46 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"favorite_fruit"
"c2de39c744619a5d8bc7d600f42637ad","2025-10-22 21:15:47 UTC","2025-10-22 21:18:29 UTC","3306089481","90","Chrome v141, Windows","128.164.171.31","yes","yes","kind_of","red","option_2","option_1","option_3","option_3","option_3","option_2","1997","male","Make the implant look smaller. Big scary :(
","2025-10-22 21:15:53 UTC","2025-10-22 21:15:54 UTC","2025-10-22 21:15:57 UTC","2025-10-22 21:16:00 UTC","2025-10-22 21:16:21 UTC","2025-10-22 21:17:03 UTC","2025-10-22 21:17:18 UTC","2025-10-22 21:17:30 UTC","2025-10-22 21:17:37 UTC","2025-10-22 21:17:43 UTC","2025-10-22 21:17:48 UTC","2025-10-22 21:17:50 UTC","2025-10-22 21:18:04 UTC","2025-10-22 21:15:47 UTC","2025-10-22 21:15:52 UTC","2025-10-22 21:15:55 UTC","2025-10-22 21:15:58 UTC","2025-10-22 21:16:01 UTC","2025-10-22 21:16:10 UTC","2025-10-22 21:16:11 UTC","2025-10-22 21:16:22 UTC","2025-10-22 21:17:05 UTC","2025-10-22 21:17:20 UTC","2025-10-22 21:17:31 UTC","2025-10-22 21:17:38 UTC","2025-10-22 21:17:44 UTC","2025-10-22 21:18:06 UTC",NA,NA,"end_normal"
"212a2ac37845bc3eb5719f23de27b420","2025-10-22 21:23:25 UTC","2025-10-22 21:25:00 UTC","9654978933","13","Chrome v141, Mac OS X","161.253.25.28","yes","yes","kind_of","red","option_3","option_1","option_2","option_3","option_2","option_2","2003","female"," ","2025-10-22 21:23:28 UTC","2025-10-22 21:23:29 UTC","2025-10-22 21:23:32 UTC","2025-10-22 21:23:37 UTC","2025-10-22 21:23:48 UTC","2025-10-22 21:23:52 UTC","2025-10-22 21:23:57 UTC","2025-10-22 21:24:22 UTC","2025-10-22 21:24:25 UTC","2025-10-22 21:24:31 UTC","2025-10-22 21:24:35 UTC","2025-10-22 21:24:36 UTC","2025-10-22 21:24:41 UTC","2025-10-22 21:23:25 UTC","2025-10-22 21:23:26 UTC","2025-10-22 21:23:30 UTC","2025-10-22 21:23:33 UTC","2025-10-22 21:23:39 UTC","2025-10-22 21:23:41 UTC","2025-10-22 21:23:42 UTC","2025-10-22 21:23:49 UTC","2025-10-22 21:23:54 UTC","2025-10-22 21:24:01 UTC","2025-10-22 21:24:23 UTC","2025-10-22 21:24:26 UTC","2025-10-22 21:24:33 UTC","2025-10-22 21:24:42 UTC",NA,NA,"end_normal"
"1266fec3bb5620bf94177347022cb266","2025-10-22 21:36:49 UTC","2025-10-22 21:38:49 UTC","8006902386","27","Chrome v141, Mac OS X","161.253.25.29","yes","yes","no","red","option_2","option_2","option_2","option_1","option_1","option_2","2003","male","Amazing survey ","2025-10-22 21:36:53 UTC","2025-10-22 21:36:53 UTC","2025-10-22 21:36:56 UTC","2025-10-22 21:37:06 UTC","2025-10-22 21:37:28 UTC","2025-10-22 21:37:39 UTC","2025-10-22 21:37:46 UTC","2025-10-22 21:37:48 UTC","2025-10-22 21:37:54 UTC","2025-10-22 21:38:04 UTC","2025-10-22 21:38:12 UTC","2025-10-22 21:38:14 UTC","2025-10-22 21:38:31 UTC","2025-10-22 21:36:49 UTC","2025-10-22 21:36:51 UTC","2025-10-22 21:36:54 UTC","2025-10-22 21:36:58 UTC","2025-10-22 21:37:06 UTC","2025-10-22 21:37:09 UTC","2025-10-22 21:37:10 UTC","2025-10-22 21:37:29 UTC","2025-10-22 21:37:40 UTC","2025-10-22 21:37:46 UTC","2025-10-22 21:37:50 UTC","2025-10-22 21:37:55 UTC","2025-10-22 21:38:04 UTC","2025-10-22 21:38:31 UTC",NA,NA,"end_normal"
"06edd33de497a9c4b286fb24d97f24d6","2025-10-28 20:03:14 UTC","2025-10-28 20:03:52 UTC","8975306089","483","Chrome v141, Windows","128.164.171.31","yes","yes","yes","blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-28 20:03:19 UTC","2025-10-28 20:03:21 UTC","2025-10-28 20:03:24 UTC","2025-10-28 20:03:29 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-28 20:03:14 UTC","2025-10-28 20:03:17 UTC","2025-10-28 20:03:22 UTC","2025-10-28 20:03:25 UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-10-28 20:03:30 UTC","end_screenout"
"ee9edcfe4e442fdbecf16a5cc49430f4","2025-10-29 19:57:50 UTC","2025-10-29 19:59:57 UTC","9538249045","295","Chrome v140, Windows","161.253.25.24","yes","yes","yes","red","option_1","option_2","option_1","option_1","option_3","option_3","prefer_not_say","male","...","2025-10-29 19:57:57 UTC","2025-10-29 19:57:57 UTC","2025-10-29 19:58:00 UTC","2025-10-29 19:58:05 UTC","2025-10-29 19:58:23 UTC","2025-10-29 19:58:32 UTC","2025-10-29 19:58:46 UTC","2025-10-29 19:58:56 UTC","2025-10-29 19:59:04 UTC","2025-10-29 19:59:13 UTC","2025-10-29 19:59:23 UTC","2025-10-29 19:59:25 UTC","2025-10-29 19:59:38 UTC","2025-10-29 19:57:50 UTC","2025-10-29 19:57:55 UTC","2025-10-29 19:57:58 UTC","2025-10-29 19:58:02 UTC","2025-10-29 19:58:06 UTC","2025-10-29 19:58:08 UTC","2025-10-29 19:58:10 UTC","2025-10-29 19:58:25 UTC","2025-10-29 19:58:34 UTC","2025-10-29 19:58:47 UTC","2025-10-29 19:58:57 UTC","2025-10-29 19:59:05 UTC","2025-10-29 19:59:17 UTC","2025-10-29 19:59:38 UTC",NA,NA,"end_normal"
"69e9c8f39d335afb5d751e3f3ec88299","2025-10-22 21:38:35 UTC","2025-10-22 21:40:16 UTC","2870539522","332","Chrome v141, Mac OS X","161.253.2.249","yes","yes","no","red","option_2","option_3","option_3","option_2","option_2","option_1","2001","male","Better picture for the implant","2025-10-22 21:38:42 UTC","2025-10-22 21:38:43 UTC","2025-10-22 21:38:47 UTC","2025-10-22 21:38:56 UTC","2025-10-22 21:39:06 UTC","2025-10-22 21:39:17 UTC","2025-10-22 21:39:21 UTC","2025-10-22 21:39:24 UTC","2025-10-22 21:39:30 UTC","2025-10-22 21:39:34 UTC","2025-10-22 21:39:38 UTC","2025-10-22 21:39:40 UTC","2025-10-22 21:39:58 UTC","2025-10-22 21:38:35 UTC","2025-10-22 21:38:41 UTC","2025-10-22 21:38:44 UTC","2025-10-22 21:38:47 UTC","2025-10-22 21:38:56 UTC","2025-10-22 21:38:59 UTC","2025-10-22 21:39:00 UTC","2025-10-22 21:39:11 UTC","2025-10-22 21:39:17 UTC","2025-10-22 21:39:22 UTC","2025-10-22 21:39:25 UTC","2025-10-22 21:39:33 UTC","2025-10-22 21:39:35 UTC","2025-10-22 21:39:58 UTC",NA,NA,"end_normal"
"208e05c0db191f447d64b0b0c4f98a0d","2025-10-29 19:58:15 UTC","2025-10-29 20:02:12 UTC","5948245087","238","Chrome v140, Mac OS X","161.253.25.26","yes","yes","yes","red","option_1","option_2","option_2","option_3","option_3","option_2","2002","female","good","2025-10-29 19:58:27 UTC","2025-10-29 19:58:29 UTC","2025-10-29 19:58:55 UTC","2025-10-29 19:59:13 UTC","2025-10-29 20:00:34 UTC","2025-10-29 20:00:48 UTC","2025-10-29 20:01:02 UTC","2025-10-29 20:01:12 UTC","2025-10-29 20:01:19 UTC","2025-10-29 20:01:34 UTC","2025-10-29 20:01:42 UTC","2025-10-29 20:01:44 UTC","2025-10-29 20:01:53 UTC","2025-10-29 19:58:15 UTC","2025-10-29 19:58:24 UTC","2025-10-29 19:58:47 UTC","2025-10-29 19:58:57 UTC","2025-10-29 19:59:14 UTC","2025-10-29 19:59:44 UTC","2025-10-29 19:59:55 UTC","2025-10-29 20:00:35 UTC","2025-10-29 20:00:50 UTC","2025-10-29 20:01:03 UTC","2025-10-29 20:01:13 UTC","2025-10-29 20:01:20 UTC","2025-10-29 20:01:37 UTC","2025-10-29 20:01:54 UTC",NA,NA,"end_normal"
