profileID,respID,qID,altID,obsID,type,price,compatability,capacity,range,choice,session_id
238,7,2,1,38,Ring,100,Android,1,5,0,session_7
252,7,2,2,38,Implant,100,iOS,1,5,0,session_7
39,7,2,3,38,Card,25,Both,3,1,1,session_7
310,7,3,1,39,Ring,100,Android,5,5,0,session_7
137,7,3,2,39,Bracelet,50,iOS,1,3,1,session_7
226,7,3,3,39,Ring,100,Both,1,5,0,session_7
48,7,4,1,40,Implant,100,Both,3,1,0,session_7
77,7,4,2,40,Bracelet,50,Both,5,1,1,session_7
83,7,4,3,40,Card,100,Both,5,1,0,session_7
184,7,5,1,41,Implant,25,Both,5,3,1,session_7
39,7,5,2,41,Card,25,Both,3,1,0,session_7
196,7,5,3,41,Implant,25,Android,5,3,0,session_7
257,7,6,1,42,Bracelet,50,Both,3,5,1,session_7
168,7,6,2,42,Implant,100,Android,3,3,0,session_7
286,7,6,3,42,Ring,100,iOS,3,5,0,session_7
94,8,1,1,43,Ring,100,Android,5,1,0,session_8
272,8,1,2,43,Implant,50,Android,3,5,1,session_8
310,8,1,3,43,Ring,100,Android,5,5,0,session_8
20,8,2,1,44,Implant,50,Android,1,1,0,session_8
195,8,2,2,44,Card,25,Android,5,3,1,session_8
164,8,2,3,44,Implant,50,Android,3,3,0,session_8
52,8,3,1,45,Implant,25,Android,3,1,1,session_8
22,8,3,2,45,Ring,100,Android,1,1,0,session_8
177,8,3,3,45,Bracelet,100,iOS,3,3,0,session_8
42,8,4,1,46,Ring,50,Both,3,1,0,session_8
315,8,4,2,46,Card,25,iOS,5,5,1,session_8
84,8,4,3,46,Implant,100,Both,5,1,0,session_8
11,8,5,1,47,Card,100,Both,1,1,0,session_8
121,8,5,2,47,Bracelet,25,Android,1,3,0,session_8
302,8,5,3,47,Ring,25,Android,5,5,1,session_8
85,8,6,1,48,Bracelet,25,Android,5,1,0,session_8
194,8,6,2,48,Ring,25,Android,5,3,1,session_8
107,8,6,3,48,Card,100,iOS,5,1,0,session_8
77,9,1,1,49,Bracelet,50,Both,5,1,0,session_9
198,9,1,2,49,Ring,50,Android,5,3,1,session_9
249,9,1,3,49,Bracelet,100,iOS,1,5,0,session_9
200,9,2,1,50,Implant,50,Android,5,3,0,session_9
160,9,2,2,50,Implant,25,Android,3,3,1,session_9
250,9,2,3,50,Ring,100,iOS,1,5,0,session_9
292,9,3,1,51,Implant,25,Both,5,5,1,session_9
16,9,3,2,51,Implant,25,Android,1,1,0,session_9
33,9,3,3,51,Bracelet,100,iOS,1,1,0,session_9
40,9,4,1,52,Implant,25,Both,3,1,1,session_9
10,9,4,2,52,Ring,100,Both,1,1,0,session_9
200,9,4,3,52,Implant,50,Android,5,3,0,session_9
125,9,5,1,53,Bracelet,50,Android,1,3,0,session_9
265,9,5,2,53,Bracelet,25,Android,3,5,1,session_9
263,9,5,3,53,Card,100,Both,3,5,0,session_9
186,9,6,1,54,Ring,50,Both,5,3,0,session_9
61,9,6,2,54,Bracelet,25,iOS,3,1,1,session_9
252,9,6,3,54,Implant,100,iOS,1,5,0,session_9
152,10,1,1,55,Implant,50,Both,3,3,0,session_10
319,10,1,2,55,Card,50,iOS,5,5,1,session_10
54,10,1,3,55,Ring,50,Android,3,1,0,session_10
26,10,2,1,56,Ring,25,iOS,1,1,0,session_10
235,10,2,2,56,Card,50,Android,1,5,0,session_10
289,10,2,3,56,Bracelet,25,Both,5,5,1,session_10
185,10,3,1,57,Bracelet,50,Both,5,3,0,session_10
253,10,3,2,57,Bracelet,25,Both,3,5,1,session_10
115,10,3,3,57,Card,50,Both,1,3,0,session_10
10,10,4,1,58,Ring,100,Both,1,1,0,session_10
309,10,4,2,58,Bracelet,100,Android,5,5,0,session_10
54,10,4,3,58,Ring,50,Android,3,1,1,session_10
205,10,5,1,59,Bracelet,25,iOS,5,3,1,session_10
267,10,5,2,59,Card,25,Android,3,5,0,session_10
25,10,5,3,59,Bracelet,25,iOS,1,1,0,session_10
52,10,6,1,60,Implant,25,Android,3,1,0,session_10
282,10,6,2,60,Ring,50,iOS,3,5,1,session_10
215,10,6,3,60,Card,100,iOS,5,3,0,session_10
160,11,1,1,61,Implant,25,Android,3,3,1,session_11
57,11,1,2,61,Bracelet,100,Android,3,1,0,session_11
105,11,1,3,61,Bracelet,100,iOS,5,1,0,session_11
279,11,2,1,62,Card,25,iOS,3,5,1,session_11
270,11,2,2,62,Ring,50,Android,3,5,0,session_11
134,11,2,3,62,Ring,25,iOS,1,3,0,session_11
129,11,3,1,63,Bracelet,100,Android,1,3,0,session_11
218,11,3,2,63,Ring,25,Both,1,5,1,session_11
106,11,3,3,63,Ring,100,iOS,5,1,0,session_11
186,11,4,1,64,Ring,50,Both,5,3,0,session_11
285,11,4,2,64,Bracelet,100,iOS,3,5,0,session_11
26,11,4,3,64,Ring,25,iOS,1,1,1,session_11
27,11,5,1,65,Card,25,iOS,1,1,1,session_11
7,11,5,2,65,Card,50,Both,1,1,0,session_11
245,11,5,3,65,Bracelet,50,iOS,1,5,0,session_11
154,11,6,1,66,Ring,100,Both,3,3,0,session_11
41,11,6,2,66,Bracelet,50,Both,3,1,0,session_11
212,11,6,3,66,Implant,50,iOS,5,3,1,session_11
222,12,1,1,67,Ring,50,Both,1,5,0,session_12
159,12,1,2,67,Card,25,Android,3,3,0,session_12
145,12,1,3,67,Bracelet,25,Both,3,3,1,session_12
57,12,2,1,68,Bracelet,100,Android,3,1,0,session_12
148,12,2,2,68,Implant,25,Both,3,3,1,session_12
163,12,2,3,68,Card,50,Android,3,3,0,session_12
238,12,3,1,69,Ring,100,Android,1,5,0,session_12
161,12,3,2,69,Bracelet,50,Android,3,3,0,session_12
66,12,3,3,69,Ring,50,iOS,3,1,1,session_12
4,12,4,1,70,Implant,25,Both,1,1,1,session_12
225,12,4,2,70,Bracelet,100,Both,1,5,0,session_12
117,12,4,3,70,Bracelet,100,Both,1,3,0,session_12
25,12,5,1,71,Bracelet,25,iOS,1,1,0,session_12
136,12,5,2,71,Implant,25,iOS,1,3,1,session_12
55,12,5,3,71,Card,50,Android,3,1,0,session_12
217,12,6,1,72,Bracelet,25,Both,1,5,0,session_12
85,12,6,2,72,Bracelet,25,Android,5,1,1,session_12
45,12,6,3,72,Bracelet,100,Both,3,1,0,session_12
146,13,1,1,73,Ring,25,Both,3,3,0,session_13
170,13,1,2,73,Ring,25,iOS,3,3,1,session_13
134,13,1,3,73,Ring,25,iOS,1,3,0,session_13
199,13,2,1,74,Card,50,Android,5,3,0,session_13
176,13,2,2,74,Implant,50,iOS,3,3,0,session_13
245,13,2,3,74,Bracelet,50,iOS,1,5,1,session_13
309,13,3,1,75,Bracelet,100,Android,5,5,0,session_13
104,13,3,2,75,Implant,50,iOS,5,1,1,session_13
324,13,3,3,75,Implant,100,iOS,5,5,0,session_13
319,13,4,1,76,Card,50,iOS,5,5,1,session_13
199,13,4,2,76,Card,50,Android,5,3,0,session_13
210,13,4,3,76,Ring,50,iOS,5,3,0,session_13
225,13,5,1,77,Bracelet,100,Both,1,5,0,session_13
258,13,5,2,77,Ring,50,Both,3,5,1,session_13
177,13,5,3,77,Bracelet,100,iOS,3,3,0,session_13
141,13,6,1,78,Bracelet,100,iOS,1,3,1,session_13
24,13,6,2,78,Implant,100,Android,1,1,0,session_13
130,13,6,3,78,Ring,100,Android,1,3,0,session_13
165,14,1,1,79,Bracelet,100,Android,3,3,0,session_14
191,14,1,2,79,Card,100,Both,5,3,0,session_14
76,14,1,3,79,Implant,25,Both,5,1,1,session_14
269,14,2,1,80,Bracelet,50,Android,3,5,0,session_14
170,14,2,2,80,Ring,25,iOS,3,3,1,session_14
198,14,2,3,80,Ring,50,Android,5,3,0,session_14
234,14,3,1,81,Ring,50,Android,1,5,0,session_14
64,14,3,2,81,Implant,25,iOS,3,1,1,session_14
80,14,3,3,81,Implant,50,Both,5,1,0,session_14
36,14,4,1,82,Implant,100,iOS,1,1,0,session_14
291,14,4,2,82,Card,25,Both,5,5,1,session_14
253,14,4,3,82,Bracelet,25,Both,3,5,0,session_14
323,14,5,1,83,Card,100,iOS,5,5,0,session_14
48,14,5,2,83,Implant,100,Both,3,1,0,session_14
111,14,5,3,83,Card,25,Both,1,3,1,session_14
279,14,6,1,84,Card,25,iOS,3,5,1,session_14
317,14,6,2,84,Bracelet,50,iOS,5,5,0,session_14
295,14,6,3,84,Card,50,Both,5,5,0,session_14
222,15,1,1,85,Ring,50,Both,1,5,1,session_15
287,15,1,2,85,Card,100,iOS,3,5,0,session_15
324,15,1,3,85,Implant,100,iOS,5,5,0,session_15
73,15,2,1,86,Bracelet,25,Both,5,1,0,session_15
292,15,2,2,86,Implant,25,Both,5,5,1,session_15
226,15,2,3,86,Ring,100,Both,1,5,0,session_15
278,15,3,1,87,Ring,25,iOS,3,5,1,session_15
172,15,3,2,87,Implant,25,iOS,3,3,0,session_15
297,15,3,3,87,Bracelet,100,Both,5,5,0,session_15
93,15,4,1,88,Bracelet,100,Android,5,1,0,session_15
125,15,4,2,88,Bracelet,50,Android,1,3,1,session_15
299,15,4,3,88,Card,100,Both,5,5,0,session_15
39,15,5,1,89,Card,25,Both,3,1,1,session_15
237,15,5,2,89,Bracelet,100,Android,1,5,0,session_15
165,15,5,3,89,Bracelet,100,Android,3,3,0,session_15
107,15,6,1,90,Card,100,iOS,5,1,1,session_15
33,15,6,2,90,Bracelet,100,iOS,1,1,0,session_15
83,15,6,3,90,Card,100,Both,5,1,0,session_15
277,16,1,1,91,Bracelet,25,iOS,3,5,1,session_16
209,16,1,2,91,Bracelet,50,iOS,5,3,0,session_16
76,16,1,3,91,Implant,25,Both,5,1,0,session_16
94,16,2,1,92,Ring,100,Android,5,1,0,session_16
291,16,2,2,92,Card,25,Both,5,5,1,session_16
30,16,2,3,92,Ring,50,iOS,1,1,0,session_16
217,16,3,1,93,Bracelet,25,Both,1,5,1,session_16
175,16,3,2,93,Card,50,iOS,3,3,0,session_16
115,16,3,3,93,Card,50,Both,1,3,0,session_16
96,16,4,1,94,Implant,100,Android,5,1,0,session_16
170,16,4,2,94,Ring,25,iOS,3,3,1,session_16
324,16,4,3,94,Implant,100,iOS,5,5,0,session_16
26,16,5,1,95,Ring,25,iOS,1,1,0,session_16
230,16,5,2,95,Ring,25,Android,1,5,0,session_16
148,16,5,3,95,Implant,25,Both,3,3,1,session_16
202,16,6,1,96,Ring,100,Android,5,3,0,session_16
81,16,6,2,96,Bracelet,100,Both,5,1,0,session_16
232,16,6,3,96,Implant,25,Android,1,5,1,session_16
243,17,1,1,97,Card,25,iOS,1,5,1,session_17
106,17,1,2,97,Ring,100,iOS,5,1,0,session_17
11,17,1,3,97,Card,100,Both,1,1,0,session_17
113,17,2,1,98,Bracelet,50,Both,1,3,1,session_17
141,17,2,2,98,Bracelet,100,iOS,1,3,0,session_17
31,17,2,3,98,Card,50,iOS,1,1,0,session_17
115,17,3,1,99,Card,50,Both,1,3,0,session_17
278,17,3,2,99,Ring,25,iOS,3,5,1,session_17
94,17,3,3,99,Ring,100,Android,5,1,0,session_17
202,17,4,1,100,Ring,100,Android,5,3,0,session_17
16,17,4,2,100,Implant,25,Android,1,1,1,session_17
197,17,4,3,100,Bracelet,50,Android,5,3,0,session_17
178,17,5,1,101,Ring,100,iOS,3,3,1,session_17
177,17,5,2,101,Bracelet,100,iOS,3,3,0,session_17
12,17,5,3,101,Implant,100,Both,1,1,0,session_17
66,17,6,1,102,Ring,50,iOS,3,1,0,session_17
50,17,6,2,102,Ring,25,Android,3,1,1,session_17
204,17,6,3,102,Implant,100,Android,5,3,0,session_17
175,18,1,1,103,Card,50,iOS,3,3,0,session_18
134,18,1,2,103,Ring,25,iOS,1,3,1,session_18
122,18,1,3,103,Ring,25,Android,1,3,0,session_18
315,18,2,1,104,Card,25,iOS,5,5,1,session_18
259,18,2,2,104,Card,50,Both,3,5,0,session_18
248,18,2,3,104,Implant,50,iOS,1,5,0,session_18
289,18,3,1,105,Bracelet,25,Both,5,5,1,session_18
48,18,3,2,105,Implant,100,Both,3,1,0,session_18
100,18,3,3,105,Implant,25,iOS,5,1,0,session_18
108,18,4,1,106,Implant,100,iOS,5,1,0,session_18
301,18,4,2,106,Bracelet,25,Android,5,5,1,session_18
10,18,4,3,106,Ring,100,Both,1,1,0,session_18
170,18,5,1,107,Ring,25,iOS,3,3,1,session_18
280,18,5,2,107,Implant,25,iOS,3,5,0,session_18
209,18,5,3,107,Bracelet,50,iOS,5,3,0,session_18
315,18,6,1,108,Card,25,iOS,5,5,1,session_18
137,18,6,2,108,Bracelet,50,iOS,1,3,0,session_18
309,18,6,3,108,Bracelet,100,Android,5,5,0,session_18
108,19,1,1,109,Implant,100,iOS,5,1,0,session_19
8,19,1,2,109,Implant,50,Both,1,1,0,session_19
114,19,1,3,109,Ring,50,Both,1,3,1,session_19
261,19,2,1,110,Bracelet,100,Both,3,5,0,session_19
29,19,2,2,110,Bracelet,50,iOS,1,1,0,session_19
306,19,2,3,110,Ring,50,Android,5,5,1,session_19
74,19,3,1,111,Ring,25,Both,5,1,1,session_19
282,19,3,2,111,Ring,50,iOS,3,5,0,session_19
73,19,3,3,111,Bracelet,25,Both,5,1,0,session_19
267,19,4,1,112,Card,25,Android,3,5,1,session_19
262,19,4,2,112,Ring,100,Both,3,5,0,session_19
224,19,4,3,112,Implant,50,Both,1,5,0,session_19
204,19,5,1,113,Implant,100,Android,5,3,0,session_19
211,19,5,2,113,Card,50,iOS,5,3,0,session_19
219,19,5,3,113,Card,25,Both,1,5,1,session_19
184,19,6,1,114,Implant,25,Both,5,3,1,session_19
155,19,6,2,114,Card,100,Both,3,3,0,session_19
119,19,6,3,114,Card,100,Both,1,3,0,session_19
67,20,1,1,115,Card,50,iOS,3,1,0,session_20
110,20,1,2,115,Ring,25,Both,1,3,1,session_20
134,20,1,3,115,Ring,25,iOS,1,3,0,session_20
36,20,2,1,116,Implant,100,iOS,1,1,0,session_20
55,20,2,2,116,Card,50,Android,3,1,1,session_20
240,20,2,3,116,Implant,100,Android,1,5,0,session_20
120,20,3,1,117,Implant,100,Both,1,3,0,session_20
304,20,3,2,117,Implant,25,Android,5,5,1,session_20
10,20,3,3,117,Ring,100,Both,1,1,0,session_20
153,20,4,1,118,Bracelet,100,Both,3,3,0,session_20
100,20,4,2,118,Implant,25,iOS,5,1,1,session_20
105,20,4,3,118,Bracelet,100,iOS,5,1,0,session_20
281,20,5,1,119,Bracelet,50,iOS,3,5,0,session_20
180,20,5,2,119,Implant,100,iOS,3,3,0,session_20
278,20,5,3,119,Ring,25,iOS,3,5,1,session_20
241,20,6,1,120,Bracelet,25,iOS,1,5,1,session_20
24,20,6,2,120,Implant,100,Android,1,1,0,session_20
167,20,6,3,120,Card,100,Android,3,3,0,session_20
47,21,1,1,121,Card,100,Both,3,1,0,session_21
191,21,1,2,121,Card,100,Both,5,3,0,session_21
37,21,1,3,121,Bracelet,25,Both,3,1,1,session_21
174,21,2,1,122,Ring,50,iOS,3,3,0,session_21
54,21,2,2,122,Ring,50,Android,3,1,0,session_21
303,21,2,3,122,Card,25,Android,5,5,1,session_21
207,21,3,1,123,Card,25,iOS,5,3,1,session_21
19,21,3,2,123,Card,50,Android,1,1,0,session_21
200,21,3,3,123,Implant,50,Android,5,3,0,session_21
159,21,4,1,124,Card,25,Android,3,3,1,session_21
37,21,4,2,124,Bracelet,25,Both,3,1,0,session_21
103,21,4,3,124,Card,50,iOS,5,1,0,session_21
244,21,5,1,125,Implant,25,iOS,1,5,1,session_21
48,21,5,2,125,Implant,100,Both,3,1,0,session_21
188,21,5,3,125,Implant,50,Both,5,3,0,session_21
139,21,6,1,126,Card,50,iOS,1,3,0,session_21
299,21,6,2,126,Card,100,Both,5,5,0,session_21
158,21,6,3,126,Ring,25,Android,3,3,1,session_21
189,22,1,1,127,Bracelet,100,Both,5,3,0,session_22
311,22,1,2,127,Card,100,Android,5,5,0,session_22
324,22,1,3,127,Implant,100,iOS,5,5,1,session_22
57,22,2,1,128,Bracelet,100,Android,3,1,0,session_22
38,22,2,2,128,Ring,25,Both,3,1,1,session_22
84,22,2,3,128,Implant,100,Both,5,1,0,session_22
319,22,3,1,129,Card,50,iOS,5,5,1,session_22
174,22,3,2,129,Ring,50,iOS,3,3,0,session_22
130,22,3,3,129,Ring,100,Android,1,3,0,session_22
120,22,4,1,130,Implant,100,Both,1,3,0,session_22
200,22,4,2,130,Implant,50,Android,5,3,1,session_22
21,22,4,3,130,Bracelet,100,Android,1,1,0,session_22
199,22,5,1,131,Card,50,Android,5,3,0,session_22
87,22,5,2,131,Card,25,Android,5,1,1,session_22
72,22,5,3,131,Implant,100,iOS,3,1,0,session_22
315,22,6,1,132,Card,25,iOS,5,5,1,session_22
202,22,6,2,132,Ring,100,Android,5,3,0,session_22
165,22,6,3,132,Bracelet,100,Android,3,3,0,session_22
81,23,1,1,133,Bracelet,100,Both,5,1,0,session_23
55,23,1,2,133,Card,50,Android,3,1,0,session_23
134,23,1,3,133,Ring,25,iOS,1,3,1,session_23
244,23,2,1,134,Implant,25,iOS,1,5,1,session_23
6,23,2,2,134,Ring,50,Both,1,1,0,session_23
128,23,2,3,134,Implant,50,Android,1,3,0,session_23
156,23,3,1,135,Implant,100,Both,3,3,0,session_23
288,23,3,2,135,Implant,100,iOS,3,5,0,session_23
49,23,3,3,135,Bracelet,25,Android,3,1,1,session_23
227,23,4,1,136,Card,100,Both,1,5,0,session_23
239,23,4,2,136,Card,100,Android,1,5,0,session_23
193,23,4,3,136,Bracelet,25,Android,5,3,1,session_23
197,23,5,1,137,Bracelet,50,Android,5,3,0,session_23
303,23,5,2,137,Card,25,Android,5,5,1,session_23
148,23,5,3,137,Implant,25,Both,3,3,0,session_23
190,23,6,1,138,Ring,100,Both,5,3,0,session_23
112,23,6,2,138,Implant,25,Both,1,3,1,session_23
191,23,6,3,138,Card,100,Both,5,3,0,session_23
119,24,1,1,139,Card,100,Both,1,3,0,session_24
115,24,1,2,139,Card,50,Both,1,3,1,session_24
10,24,1,3,139,Ring,100,Both,1,1,0,session_24
115,24,2,1,140,Card,50,Both,1,3,0,session_24
59,24,2,2,140,Card,100,Android,3,1,0,session_24
305,24,2,3,140,Bracelet,50,Android,5,5,1,session_24
61,24,3,1,141,Bracelet,25,iOS,3,1,0,session_24
108,24,3,2,141,Implant,100,iOS,5,1,0,session_24
292,24,3,3,141,Implant,25,Both,5,5,1,session_24
23,24,4,1,142,Card,100,Android,1,1,0,session_24
115,24,4,2,142,Card,50,Both,1,3,0,session_24
88,24,4,3,142,Implant,25,Android,5,1,1,session_24
132,24,5,1,143,Implant,100,Android,1,3,0,session_24
186,24,5,2,143,Ring,50,Both,5,3,1,session_24
251,24,5,3,143,Card,100,iOS,1,5,0,session_24
203,24,6,1,144,Card,100,Android,5,3,0,session_24
246,24,6,2,144,Ring,50,iOS,1,5,1,session_24
323,24,6,3,144,Card,100,iOS,5,5,0,session_24
178,25,1,1,145,Ring,100,iOS,3,3,1,session_25
251,25,1,2,145,Card,100,iOS,1,5,0,session_25
48,25,1,3,145,Implant,100,Both,3,1,0,session_25
131,25,2,1,146,Card,100,Android,1,3,0,session_25
33,25,2,2,146,Bracelet,100,iOS,1,1,0,session_25
162,25,2,3,146,Ring,50,Android,3,3,1,session_25
322,25,3,1,147,Ring,100,iOS,5,5,0,session_25
64,25,3,2,147,Implant,25,iOS,3,1,1,session_25
168,25,3,3,147,Implant,100,Android,3,3,0,session_25
276,25,4,1,148,Implant,100,Android,3,5,0,session_25
78,25,4,2,148,Ring,50,Both,5,1,1,session_25
153,25,4,3,148,Bracelet,100,Both,3,3,0,session_25
199,25,5,1,149,Card,50,Android,5,3,1,session_25
95,25,5,2,149,Card,100,Android,5,1,0,session_25
221,25,5,3,149,Bracelet,50,Both,1,5,0,session_25
184,25,6,1,150,Implant,25,Both,5,3,1,session_25
161,25,6,2,150,Bracelet,50,Android,3,3,0,session_25
108,25,6,3,150,Implant,100,iOS,5,1,0,session_25
242,26,1,1,151,Ring,25,iOS,1,5,0,session_26
181,26,1,2,151,Bracelet,25,Both,5,3,0,session_26
302,26,1,3,151,Ring,25,Android,5,5,1,session_26
24,26,2,1,152,Implant,100,Android,1,1,0,session_26
316,26,2,2,152,Implant,25,iOS,5,5,1,session_26
229,26,2,3,152,Bracelet,25,Android,1,5,0,session_26
224,26,3,1,153,Implant,50,Both,1,5,0,session_26
273,26,3,2,153,Bracelet,100,Android,3,5,0,session_26
187,26,3,3,153,Card,50,Both,5,3,1,session_26
171,26,4,1,154,Card,25,iOS,3,3,1,session_26
23,26,4,2,154,Card,100,Android,1,1,0,session_26
218,26,4,3,154,Ring,25,Both,1,5,0,session_26
301,26,5,1,155,Bracelet,25,Android,5,5,1,session_26
136,26,5,2,155,Implant,25,iOS,1,3,0,session_26
79,26,5,3,155,Card,50,Both,5,1,0,session_26
164,26,6,1,156,Implant,50,Android,3,3,0,session_26
237,26,6,2,156,Bracelet,100,Android,1,5,0,session_26
67,26,6,3,156,Card,50,iOS,3,1,1,session_26
295,27,1,1,157,Card,50,Both,5,5,0,session_27
218,27,1,2,157,Ring,25,Both,1,5,1,session_27
