session_id,respID,qID,profileID,altID,obsID,choice,time_total,time_cbc_total,time_min_total,time_min_cbc,price,capacity,range,type,compatability
d6d6c1e203dcae237d8c203b985eb76e,5,3,187,3,27,0,771,18,12.85,0.3,50,5,0.5,Bracelet,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,4,58,1,28,0,771,18,12.85,0.3,100,3,0.1,Ring,Android
d6d6c1e203dcae237d8c203b985eb76e,5,4,220,2,28,0,771,18,12.85,0.3,25,1,1,Card,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,4,107,3,28,1,771,18,12.85,0.3,100,5,0.1,Bracelet,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,5,150,1,29,0,771,18,12.85,0.3,50,3,0.5,Ring,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,5,257,2,29,1,771,18,12.85,0.3,50,3,1,Implantable,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,5,310,3,29,0,771,18,12.85,0.3,100,5,1,Ring,Android
d6d6c1e203dcae237d8c203b985eb76e,5,6,167,1,30,0,771,18,12.85,0.3,100,3,0.5,Bracelet,Android
d6d6c1e203dcae237d8c203b985eb76e,5,6,110,2,30,0,771,18,12.85,0.3,25,1,0.5,Ring,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,6,4,3,30,1,771,18,12.85,0.3,25,1,0.1,Card,iOS
35deb13c979743437c1cb29b06cc2116,6,1,127,1,31,0,404,93,6.733333333333333,1.55,50,1,0.5,Bracelet,Android
35deb13c979743437c1cb29b06cc2116,6,1,315,2,31,1,404,93,6.733333333333333,1.55,25,5,1,Bracelet,iOS/Android
35deb13c979743437c1cb29b06cc2116,6,1,52,3,31,0,404,93,6.733333333333333,1.55,25,3,0.1,Card,Android
35deb13c979743437c1cb29b06cc2116,6,2,228,1,32,0,404,93,6.733333333333333,1.55,100,1,1,Card,iOS
35deb13c979743437c1cb29b06cc2116,6,2,258,2,32,0,404,93,6.733333333333333,1.55,50,3,1,Ring,iOS
35deb13c979743437c1cb29b06cc2116,6,2,276,3,32,1,404,93,6.733333333333333,1.55,100,3,1,Card,Android
35deb13c979743437c1cb29b06cc2116,6,3,110,1,33,0,404,93,6.733333333333333,1.55,25,1,0.5,Ring,iOS
35deb13c979743437c1cb29b06cc2116,6,3,60,2,33,0,404,93,6.733333333333333,1.55,100,3,0.1,Card,Android
35deb13c979743437c1cb29b06cc2116,6,3,146,3,33,1,404,93,6.733333333333333,1.55,25,3,0.5,Ring,iOS
35deb13c979743437c1cb29b06cc2116,6,4,31,1,34,0,404,93,6.733333333333333,1.55,50,1,0.1,Bracelet,iOS/Android
35deb13c979743437c1cb29b06cc2116,6,4,244,2,34,0,404,93,6.733333333333333,1.55,25,1,1,Card,iOS/Android
35deb13c979743437c1cb29b06cc2116,6,4,275,3,34,1,404,93,6.733333333333333,1.55,100,3,1,Bracelet,Android
35deb13c979743437c1cb29b06cc2116,6,5,120,1,35,1,404,93,6.733333333333333,1.55,100,1,0.5,Card,iOS
35deb13c979743437c1cb29b06cc2116,6,5,163,2,35,0,404,93,6.733333333333333,1.55,50,3,0.5,Bracelet,Android
35deb13c979743437c1cb29b06cc2116,6,5,212,3,35,0,404,93,6.733333333333333,1.55,50,5,0.5,Card,iOS/Android
35deb13c979743437c1cb29b06cc2116,6,6,227,1,36,1,404,93,6.733333333333333,1.55,100,1,1,Bracelet,iOS
35deb13c979743437c1cb29b06cc2116,6,6,203,2,36,0,404,93,6.733333333333333,1.55,100,5,0.5,Bracelet,Android
35deb13c979743437c1cb29b06cc2116,6,6,241,3,36,0,404,93,6.733333333333333,1.55,25,1,1,Implantable,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,1,156,1,37,0,137,30,2.283333333333333,0.5,100,3,0.5,Card,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,1,178,2,37,1,137,30,2.283333333333333,0.5,100,3,0.5,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,1,182,3,37,0,137,30,2.283333333333333,0.5,25,5,0.5,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,2,43,1,38,1,137,30,2.283333333333333,0.5,50,3,0.1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,2,132,2,38,0,137,30,2.283333333333333,0.5,100,1,0.5,Card,Android
68078feae9b0ba61a56ab7520f1e6a12,7,2,263,3,38,0,137,30,2.283333333333333,0.5,100,3,1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,3,299,1,39,0,137,30,2.283333333333333,0.5,100,5,1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,3,23,2,39,0,137,30,2.283333333333333,0.5,100,1,0.1,Bracelet,Android
68078feae9b0ba61a56ab7520f1e6a12,7,3,277,3,39,1,137,30,2.283333333333333,0.5,25,3,1,Implantable,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,4,30,1,40,1,137,30,2.283333333333333,0.5,50,1,0.1,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,4,82,2,40,0,137,30,2.283333333333333,0.5,100,5,0.1,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,4,278,3,40,0,137,30,2.283333333333333,0.5,25,3,1,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,5,254,1,41,1,137,30,2.283333333333333,0.5,25,3,1,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,5,50,2,41,0,137,30,2.283333333333333,0.5,25,3,0.1,Ring,Android
68078feae9b0ba61a56ab7520f1e6a12,7,5,139,3,41,0,137,30,2.283333333333333,0.5,50,1,0.5,Bracelet,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,7,6,275,1,42,0,137,30,2.283333333333333,0.5,100,3,1,Bracelet,Android
68078feae9b0ba61a56ab7520f1e6a12,7,6,7,2,42,0,137,30,2.283333333333333,0.5,50,1,0.1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,7,6,322,3,42,1,137,30,2.283333333333333,0.5,100,5,1,Ring,iOS/Android
79584671a59bb1c3c530425dc5634757,8,1,297,1,43,0,157,58,2.6166666666666667,0.9666666666666667,100,5,1,Implantable,iOS
79584671a59bb1c3c530425dc5634757,8,1,57,2,43,0,157,58,2.6166666666666667,0.9666666666666667,100,3,0.1,Implantable,Android
79584671a59bb1c3c530425dc5634757,8,1,278,3,43,1,157,58,2.6166666666666667,0.9666666666666667,25,3,1,Ring,iOS/Android
79584671a59bb1c3c530425dc5634757,8,2,140,1,44,1,157,58,2.6166666666666667,0.9666666666666667,50,1,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,8,2,212,2,44,0,157,58,2.6166666666666667,0.9666666666666667,50,5,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,8,2,213,3,44,0,157,58,2.6166666666666667,0.9666666666666667,100,5,0.5,Implantable,iOS/Android
79584671a59bb1c3c530425dc5634757,8,3,13,1,45,0,157,58,2.6166666666666667,0.9666666666666667,25,1,0.1,Implantable,Android
79584671a59bb1c3c530425dc5634757,8,3,145,2,45,1,157,58,2.6166666666666667,0.9666666666666667,25,3,0.5,Implantable,iOS
79584671a59bb1c3c530425dc5634757,8,3,219,3,45,0,157,58,2.6166666666666667,0.9666666666666667,25,1,1,Bracelet,iOS
79584671a59bb1c3c530425dc5634757,8,4,82,1,46,1,157,58,2.6166666666666667,0.9666666666666667,100,5,0.1,Ring,iOS
79584671a59bb1c3c530425dc5634757,8,4,220,2,46,0,157,58,2.6166666666666667,0.9666666666666667,25,1,1,Card,iOS
79584671a59bb1c3c530425dc5634757,8,4,150,3,46,0,157,58,2.6166666666666667,0.9666666666666667,50,3,0.5,Ring,iOS
79584671a59bb1c3c530425dc5634757,8,5,277,1,47,0,157,58,2.6166666666666667,0.9666666666666667,25,3,1,Implantable,iOS/Android
79584671a59bb1c3c530425dc5634757,8,5,144,2,47,1,157,58,2.6166666666666667,0.9666666666666667,100,1,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,8,5,274,3,47,0,157,58,2.6166666666666667,0.9666666666666667,100,3,1,Ring,Android
79584671a59bb1c3c530425dc5634757,8,6,11,1,48,1,157,58,2.6166666666666667,0.9666666666666667,100,1,0.1,Bracelet,iOS
79584671a59bb1c3c530425dc5634757,8,6,100,2,48,0,157,58,2.6166666666666667,0.9666666666666667,25,5,0.1,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,8,6,199,3,48,0,157,58,2.6166666666666667,0.9666666666666667,50,5,0.5,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,1,267,1,49,1,288,47,4.8,0.7833333333333333,25,3,1,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,1,265,2,49,0,288,47,4.8,0.7833333333333333,25,3,1,Implantable,Android
7d51f35d4c3e91f41480a09b91115709,9,1,169,3,49,0,288,47,4.8,0.7833333333333333,25,3,0.5,Implantable,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,2,252,1,50,0,288,47,4.8,0.7833333333333333,100,1,1,Card,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,2,203,2,50,1,288,47,4.8,0.7833333333333333,100,5,0.5,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,2,296,3,50,0,288,47,4.8,0.7833333333333333,50,5,1,Card,iOS
7d51f35d4c3e91f41480a09b91115709,9,3,79,1,51,0,288,47,4.8,0.7833333333333333,50,5,0.1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,3,91,2,51,1,288,47,4.8,0.7833333333333333,50,5,0.1,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,3,306,3,51,0,288,47,4.8,0.7833333333333333,50,5,1,Ring,Android
7d51f35d4c3e91f41480a09b91115709,9,4,9,1,52,0,288,47,4.8,0.7833333333333333,100,1,0.1,Implantable,iOS
7d51f35d4c3e91f41480a09b91115709,9,4,31,2,52,1,288,47,4.8,0.7833333333333333,50,1,0.1,Bracelet,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,4,24,3,52,0,288,47,4.8,0.7833333333333333,100,1,0.1,Card,Android
7d51f35d4c3e91f41480a09b91115709,9,5,207,1,53,0,288,47,4.8,0.7833333333333333,25,5,0.5,Bracelet,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,5,83,2,53,0,288,47,4.8,0.7833333333333333,100,5,0.1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,5,299,3,53,1,288,47,4.8,0.7833333333333333,100,5,1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,6,161,1,54,0,288,47,4.8,0.7833333333333333,50,3,0.5,Implantable,Android
7d51f35d4c3e91f41480a09b91115709,9,6,112,2,54,0,288,47,4.8,0.7833333333333333,25,1,0.5,Card,iOS
7d51f35d4c3e91f41480a09b91115709,9,6,126,3,54,1,288,47,4.8,0.7833333333333333,50,1,0.5,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,1,94,1,55,0,164,39,2.7333333333333334,0.65,100,5,0.1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,1,182,2,55,0,164,39,2.7333333333333334,0.65,25,5,0.5,Ring,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,1,181,3,55,1,164,39,2.7333333333333334,0.65,25,5,0.5,Implantable,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,2,234,1,56,0,164,39,2.7333333333333334,0.65,50,1,1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,2,36,2,56,0,164,39,2.7333333333333334,0.65,100,1,0.1,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,2,160,3,56,1,164,39,2.7333333333333334,0.65,25,3,0.5,Card,Android
49b0f9d19b11beee4cd941ac9de4f491,10,3,227,1,57,0,164,39,2.7333333333333334,0.65,100,1,1,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,3,147,2,57,0,164,39,2.7333333333333334,0.65,25,3,0.5,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,3,139,3,57,1,164,39,2.7333333333333334,0.65,50,1,0.5,Bracelet,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,104,1,58,0,164,39,2.7333333333333334,0.65,50,5,0.1,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,180,2,58,1,164,39,2.7333333333333334,0.65,100,3,0.5,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,46,3,58,0,164,39,2.7333333333333334,0.65,100,3,0.1,Ring,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,11,1,59,0,164,39,2.7333333333333334,0.65,100,1,0.1,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,149,2,59,1,164,39,2.7333333333333334,0.65,50,3,0.5,Implantable,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,314,3,59,0,164,39,2.7333333333333334,0.65,25,5,1,Ring,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,285,1,60,0,164,39,2.7333333333333334,0.65,100,3,1,Implantable,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,54,2,60,0,164,39,2.7333333333333334,0.65,50,3,0.1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,261,3,60,1,164,39,2.7333333333333334,0.65,100,3,1,Implantable,iOS
5211af2b397183c798c59151424127fc,11,1,5,1,61,0,329,42,5.483333333333333,0.7,50,1,0.1,Implantable,iOS
5211af2b397183c798c59151424127fc,11,1,102,2,61,0,329,42,5.483333333333333,0.7,50,5,0.1,Ring,iOS/Android
5211af2b397183c798c59151424127fc,11,1,15,3,61,1,329,42,5.483333333333333,0.7,25,1,0.1,Bracelet,Android
5211af2b397183c798c59151424127fc,11,2,196,1,62,0,329,42,5.483333333333333,0.7,25,5,0.5,Card,Android
5211af2b397183c798c59151424127fc,11,2,119,2,62,1,329,42,5.483333333333333,0.7,100,1,0.5,Bracelet,iOS
5211af2b397183c798c59151424127fc,11,2,236,3,62,0,329,42,5.483333333333333,0.7,50,1,1,Card,Android
5211af2b397183c798c59151424127fc,11,3,292,1,63,0,329,42,5.483333333333333,0.7,25,5,1,Card,iOS
5211af2b397183c798c59151424127fc,11,3,240,2,63,1,329,42,5.483333333333333,0.7,100,1,1,Card,Android
5211af2b397183c798c59151424127fc,11,3,260,3,63,0,329,42,5.483333333333333,0.7,50,3,1,Card,iOS
5211af2b397183c798c59151424127fc,11,4,125,1,64,0,329,42,5.483333333333333,0.7,50,1,0.5,Implantable,Android
5211af2b397183c798c59151424127fc,11,4,86,2,64,0,329,42,5.483333333333333,0.7,25,5,0.1,Ring,Android
5211af2b397183c798c59151424127fc,11,4,249,3,64,1,329,42,5.483333333333333,0.7,100,1,1,Implantable,iOS/Android
5211af2b397183c798c59151424127fc,11,5,299,1,65,0,329,42,5.483333333333333,0.7,100,5,1,Bracelet,iOS
5211af2b397183c798c59151424127fc,11,5,40,2,65,0,329,42,5.483333333333333,0.7,25,3,0.1,Card,iOS
5211af2b397183c798c59151424127fc,11,5,89,3,65,1,329,42,5.483333333333333,0.7,50,5,0.1,Implantable,Android
5211af2b397183c798c59151424127fc,11,6,20,1,66,0,329,42,5.483333333333333,0.7,50,1,0.1,Card,Android
5211af2b397183c798c59151424127fc,11,6,173,2,66,1,329,42,5.483333333333333,0.7,50,3,0.5,Implantable,iOS/Android
5211af2b397183c798c59151424127fc,11,6,304,3,66,0,329,42,5.483333333333333,0.7,25,5,1,Card,Android
76f9455204a761cb2b570a30602e30e1,12,1,239,1,67,0,169,63,2.816666666666667,1.05,100,1,1,Bracelet,Android
76f9455204a761cb2b570a30602e30e1,12,1,286,2,67,1,169,63,2.816666666666667,1.05,100,3,1,Ring,iOS/Android
76f9455204a761cb2b570a30602e30e1,12,1,14,3,67,0,169,63,2.816666666666667,1.05,25,1,0.1,Ring,Android
76f9455204a761cb2b570a30602e30e1,12,2,215,1,68,1,169,63,2.816666666666667,1.05,100,5,0.5,Bracelet,iOS/Android
76f9455204a761cb2b570a30602e30e1,12,2,255,2,68,0,169,63,2.816666666666667,1.05,25,3,1,Bracelet,iOS
76f9455204a761cb2b570a30602e30e1,12,2,157,3,68,0,169,63,2.816666666666667,1.05,25,3,0.5,Implantable,Android
76f9455204a761cb2b570a30602e30e1,12,3,270,1,69,0,169,63,2.816666666666667,1.05,50,3,1,Ring,Android
76f9455204a761cb2b570a30602e30e1,12,3,309,2,69,1,169,63,2.816666666666667,1.05,100,5,1,Implantable,Android
76f9455204a761cb2b570a30602e30e1,12,3,254,3,69,0,169,63,2.816666666666667,1.05,25,3,1,Ring,iOS
76f9455204a761cb2b570a30602e30e1,12,4,100,1,70,0,169,63,2.816666666666667,1.05,25,5,0.1,Card,iOS/Android
76f9455204a761cb2b570a30602e30e1,12,4,7,2,70,0,169,63,2.816666666666667,1.05,50,1,0.1,Bracelet,iOS
