session_id,respID,qID,profileID,altID,obsID,choice,time_total,time_cbc_total,screenout,time_min_total,time_min_cbc,price,capacity,range,type,compatability
7d138757bfc1bb36874d7db1e64958e4,3,3,196,2,15,0,94,32,red,1.5666666666666667,0.5333333333333333,25,5,0.5,Card,Android
7d138757bfc1bb36874d7db1e64958e4,3,3,46,3,15,0,94,32,red,1.5666666666666667,0.5333333333333333,100,3,0.1,Ring,iOS
7d138757bfc1bb36874d7db1e64958e4,3,4,294,1,16,1,94,32,red,1.5666666666666667,0.5333333333333333,50,5,1,Ring,iOS
7d138757bfc1bb36874d7db1e64958e4,3,4,161,2,16,0,94,32,red,1.5666666666666667,0.5333333333333333,50,3,0.5,Implantable,Android
7d138757bfc1bb36874d7db1e64958e4,3,4,12,3,16,0,94,32,red,1.5666666666666667,0.5333333333333333,100,1,0.1,Card,iOS
7d138757bfc1bb36874d7db1e64958e4,3,5,181,1,17,0,94,32,red,1.5666666666666667,0.5333333333333333,25,5,0.5,Implantable,iOS
7d138757bfc1bb36874d7db1e64958e4,3,5,167,2,17,1,94,32,red,1.5666666666666667,0.5333333333333333,100,3,0.5,Bracelet,Android
7d138757bfc1bb36874d7db1e64958e4,3,5,102,3,17,0,94,32,red,1.5666666666666667,0.5333333333333333,50,5,0.1,Ring,iOS/Android
7d138757bfc1bb36874d7db1e64958e4,3,6,304,1,18,1,94,32,red,1.5666666666666667,0.5333333333333333,25,5,1,Card,Android
7d138757bfc1bb36874d7db1e64958e4,3,6,179,2,18,0,94,32,red,1.5666666666666667,0.5333333333333333,100,3,0.5,Bracelet,iOS/Android
7d138757bfc1bb36874d7db1e64958e4,3,6,44,3,18,0,94,32,red,1.5666666666666667,0.5333333333333333,50,3,0.1,Card,iOS
a429b5d4981ddf6620ce8358b59f863c,4,1,33,1,19,0,1045,54,red,17.416666666666668,0.9,100,1,0.1,Implantable,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,1,164,2,19,1,1045,54,red,17.416666666666668,0.9,50,3,0.5,Card,Android
a429b5d4981ddf6620ce8358b59f863c,4,1,26,3,19,0,1045,54,red,17.416666666666668,0.9,25,1,0.1,Ring,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,2,201,1,20,1,1045,54,red,17.416666666666668,0.9,100,5,0.5,Implantable,Android
a429b5d4981ddf6620ce8358b59f863c,4,2,119,2,20,0,1045,54,red,17.416666666666668,0.9,100,1,0.5,Bracelet,iOS
a429b5d4981ddf6620ce8358b59f863c,4,2,143,3,20,0,1045,54,red,17.416666666666668,0.9,100,1,0.5,Bracelet,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,3,149,1,21,0,1045,54,red,17.416666666666668,0.9,50,3,0.5,Implantable,iOS
a429b5d4981ddf6620ce8358b59f863c,4,3,25,2,21,1,1045,54,red,17.416666666666668,0.9,25,1,0.1,Implantable,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,3,228,3,21,0,1045,54,red,17.416666666666668,0.9,100,1,1,Card,iOS
a429b5d4981ddf6620ce8358b59f863c,4,4,106,1,22,0,1045,54,red,17.416666666666668,0.9,100,5,0.1,Ring,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,4,272,2,22,1,1045,54,red,17.416666666666668,0.9,50,3,1,Card,Android
a429b5d4981ddf6620ce8358b59f863c,4,4,76,3,22,0,1045,54,red,17.416666666666668,0.9,25,5,0.1,Card,iOS
a429b5d4981ddf6620ce8358b59f863c,4,5,307,1,23,1,1045,54,red,17.416666666666668,0.9,50,5,1,Bracelet,Android
a429b5d4981ddf6620ce8358b59f863c,4,5,77,2,23,0,1045,54,red,17.416666666666668,0.9,50,5,0.1,Implantable,iOS
a429b5d4981ddf6620ce8358b59f863c,4,5,313,3,23,0,1045,54,red,17.416666666666668,0.9,25,5,1,Implantable,iOS/Android
a429b5d4981ddf6620ce8358b59f863c,4,6,308,1,24,0,1045,54,red,17.416666666666668,0.9,50,5,1,Card,Android
a429b5d4981ddf6620ce8358b59f863c,4,6,261,2,24,1,1045,54,red,17.416666666666668,0.9,100,3,1,Implantable,iOS
a429b5d4981ddf6620ce8358b59f863c,4,6,134,3,24,0,1045,54,red,17.416666666666668,0.9,25,1,0.5,Ring,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,1,180,1,25,0,771,18,red,12.85,0.3,100,3,0.5,Card,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,1,101,2,25,1,771,18,red,12.85,0.3,50,5,0.1,Implantable,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,1,15,3,25,0,771,18,red,12.85,0.3,25,1,0.1,Bracelet,Android
d6d6c1e203dcae237d8c203b985eb76e,5,2,263,1,26,1,771,18,red,12.85,0.3,100,3,1,Bracelet,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,2,233,2,26,0,771,18,red,12.85,0.3,50,1,1,Implantable,Android
d6d6c1e203dcae237d8c203b985eb76e,5,2,61,3,26,0,771,18,red,12.85,0.3,25,3,0.1,Implantable,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,3,180,1,27,0,771,18,red,12.85,0.3,100,3,0.5,Card,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,3,61,2,27,1,771,18,red,12.85,0.3,25,3,0.1,Implantable,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,3,187,3,27,0,771,18,red,12.85,0.3,50,5,0.5,Bracelet,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,4,58,1,28,0,771,18,red,12.85,0.3,100,3,0.1,Ring,Android
d6d6c1e203dcae237d8c203b985eb76e,5,4,220,2,28,0,771,18,red,12.85,0.3,25,1,1,Card,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,4,107,3,28,1,771,18,red,12.85,0.3,100,5,0.1,Bracelet,iOS/Android
d6d6c1e203dcae237d8c203b985eb76e,5,5,150,1,29,0,771,18,red,12.85,0.3,50,3,0.5,Ring,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,5,257,2,29,1,771,18,red,12.85,0.3,50,3,1,Implantable,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,5,310,3,29,0,771,18,red,12.85,0.3,100,5,1,Ring,Android
d6d6c1e203dcae237d8c203b985eb76e,5,6,167,1,30,0,771,18,red,12.85,0.3,100,3,0.5,Bracelet,Android
d6d6c1e203dcae237d8c203b985eb76e,5,6,110,2,30,0,771,18,red,12.85,0.3,25,1,0.5,Ring,iOS
d6d6c1e203dcae237d8c203b985eb76e,5,6,4,3,30,1,771,18,red,12.85,0.3,25,1,0.1,Card,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,1,156,1,31,0,137,30,red,2.283333333333333,0.5,100,3,0.5,Card,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,1,178,2,31,1,137,30,red,2.283333333333333,0.5,100,3,0.5,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,6,1,182,3,31,0,137,30,red,2.283333333333333,0.5,25,5,0.5,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,2,43,1,32,1,137,30,red,2.283333333333333,0.5,50,3,0.1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,2,132,2,32,0,137,30,red,2.283333333333333,0.5,100,1,0.5,Card,Android
68078feae9b0ba61a56ab7520f1e6a12,6,2,263,3,32,0,137,30,red,2.283333333333333,0.5,100,3,1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,3,299,1,33,0,137,30,red,2.283333333333333,0.5,100,5,1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,3,23,2,33,0,137,30,red,2.283333333333333,0.5,100,1,0.1,Bracelet,Android
68078feae9b0ba61a56ab7520f1e6a12,6,3,277,3,33,1,137,30,red,2.283333333333333,0.5,25,3,1,Implantable,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,6,4,30,1,34,1,137,30,red,2.283333333333333,0.5,50,1,0.1,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,6,4,82,2,34,0,137,30,red,2.283333333333333,0.5,100,5,0.1,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,4,278,3,34,0,137,30,red,2.283333333333333,0.5,25,3,1,Ring,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,6,5,254,1,35,1,137,30,red,2.283333333333333,0.5,25,3,1,Ring,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,5,50,2,35,0,137,30,red,2.283333333333333,0.5,25,3,0.1,Ring,Android
68078feae9b0ba61a56ab7520f1e6a12,6,5,139,3,35,0,137,30,red,2.283333333333333,0.5,50,1,0.5,Bracelet,iOS/Android
68078feae9b0ba61a56ab7520f1e6a12,6,6,275,1,36,0,137,30,red,2.283333333333333,0.5,100,3,1,Bracelet,Android
68078feae9b0ba61a56ab7520f1e6a12,6,6,7,2,36,0,137,30,red,2.283333333333333,0.5,50,1,0.1,Bracelet,iOS
68078feae9b0ba61a56ab7520f1e6a12,6,6,322,3,36,1,137,30,red,2.283333333333333,0.5,100,5,1,Ring,iOS/Android
79584671a59bb1c3c530425dc5634757,7,1,297,1,37,0,157,58,red,2.6166666666666667,0.9666666666666667,100,5,1,Implantable,iOS
79584671a59bb1c3c530425dc5634757,7,1,57,2,37,0,157,58,red,2.6166666666666667,0.9666666666666667,100,3,0.1,Implantable,Android
79584671a59bb1c3c530425dc5634757,7,1,278,3,37,1,157,58,red,2.6166666666666667,0.9666666666666667,25,3,1,Ring,iOS/Android
79584671a59bb1c3c530425dc5634757,7,2,140,1,38,1,157,58,red,2.6166666666666667,0.9666666666666667,50,1,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,7,2,212,2,38,0,157,58,red,2.6166666666666667,0.9666666666666667,50,5,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,7,2,213,3,38,0,157,58,red,2.6166666666666667,0.9666666666666667,100,5,0.5,Implantable,iOS/Android
79584671a59bb1c3c530425dc5634757,7,3,13,1,39,0,157,58,red,2.6166666666666667,0.9666666666666667,25,1,0.1,Implantable,Android
79584671a59bb1c3c530425dc5634757,7,3,145,2,39,1,157,58,red,2.6166666666666667,0.9666666666666667,25,3,0.5,Implantable,iOS
79584671a59bb1c3c530425dc5634757,7,3,219,3,39,0,157,58,red,2.6166666666666667,0.9666666666666667,25,1,1,Bracelet,iOS
79584671a59bb1c3c530425dc5634757,7,4,82,1,40,1,157,58,red,2.6166666666666667,0.9666666666666667,100,5,0.1,Ring,iOS
79584671a59bb1c3c530425dc5634757,7,4,220,2,40,0,157,58,red,2.6166666666666667,0.9666666666666667,25,1,1,Card,iOS
79584671a59bb1c3c530425dc5634757,7,4,150,3,40,0,157,58,red,2.6166666666666667,0.9666666666666667,50,3,0.5,Ring,iOS
79584671a59bb1c3c530425dc5634757,7,5,277,1,41,0,157,58,red,2.6166666666666667,0.9666666666666667,25,3,1,Implantable,iOS/Android
79584671a59bb1c3c530425dc5634757,7,5,144,2,41,1,157,58,red,2.6166666666666667,0.9666666666666667,100,1,0.5,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,7,5,274,3,41,0,157,58,red,2.6166666666666667,0.9666666666666667,100,3,1,Ring,Android
79584671a59bb1c3c530425dc5634757,7,6,11,1,42,1,157,58,red,2.6166666666666667,0.9666666666666667,100,1,0.1,Bracelet,iOS
79584671a59bb1c3c530425dc5634757,7,6,100,2,42,0,157,58,red,2.6166666666666667,0.9666666666666667,25,5,0.1,Card,iOS/Android
79584671a59bb1c3c530425dc5634757,7,6,199,3,42,0,157,58,red,2.6166666666666667,0.9666666666666667,50,5,0.5,Bracelet,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,1,156,1,43,1,105,35,red,1.75,0.5833333333333334,100,3,0.5,Card,iOS
a42e1762940ffe45d4bcf6eba6cb490b,8,1,128,2,43,0,105,35,red,1.75,0.5833333333333334,50,1,0.5,Card,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,1,284,3,43,0,105,35,red,1.75,0.5833333333333334,50,3,1,Card,iOS/Android
a42e1762940ffe45d4bcf6eba6cb490b,8,2,262,1,44,0,105,35,red,1.75,0.5833333333333334,100,3,1,Ring,iOS
a42e1762940ffe45d4bcf6eba6cb490b,8,2,154,2,44,0,105,35,red,1.75,0.5833333333333334,100,3,0.5,Ring,iOS
a42e1762940ffe45d4bcf6eba6cb490b,8,2,244,3,44,1,105,35,red,1.75,0.5833333333333334,25,1,1,Card,iOS/Android
a42e1762940ffe45d4bcf6eba6cb490b,8,3,199,1,45,0,105,35,red,1.75,0.5833333333333334,50,5,0.5,Bracelet,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,3,231,2,45,1,105,35,red,1.75,0.5833333333333334,25,1,1,Bracelet,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,3,295,3,45,0,105,35,red,1.75,0.5833333333333334,50,5,1,Bracelet,iOS
a42e1762940ffe45d4bcf6eba6cb490b,8,4,235,1,46,0,105,35,red,1.75,0.5833333333333334,50,1,1,Bracelet,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,4,122,2,46,1,105,35,red,1.75,0.5833333333333334,25,1,0.5,Ring,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,4,268,3,46,0,105,35,red,1.75,0.5833333333333334,25,3,1,Card,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,5,318,1,47,1,105,35,red,1.75,0.5833333333333334,50,5,1,Ring,iOS/Android
a42e1762940ffe45d4bcf6eba6cb490b,8,5,275,2,47,0,105,35,red,1.75,0.5833333333333334,100,3,1,Bracelet,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,5,180,3,47,0,105,35,red,1.75,0.5833333333333334,100,3,0.5,Card,iOS/Android
a42e1762940ffe45d4bcf6eba6cb490b,8,6,310,1,48,0,105,35,red,1.75,0.5833333333333334,100,5,1,Ring,Android
a42e1762940ffe45d4bcf6eba6cb490b,8,6,75,2,48,1,105,35,red,1.75,0.5833333333333334,25,5,0.1,Bracelet,iOS
a42e1762940ffe45d4bcf6eba6cb490b,8,6,200,3,48,0,105,35,red,1.75,0.5833333333333334,50,5,0.5,Card,Android
7d51f35d4c3e91f41480a09b91115709,9,1,267,1,49,1,288,47,red,4.8,0.7833333333333333,25,3,1,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,1,265,2,49,0,288,47,red,4.8,0.7833333333333333,25,3,1,Implantable,Android
7d51f35d4c3e91f41480a09b91115709,9,1,169,3,49,0,288,47,red,4.8,0.7833333333333333,25,3,0.5,Implantable,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,2,252,1,50,0,288,47,red,4.8,0.7833333333333333,100,1,1,Card,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,2,203,2,50,1,288,47,red,4.8,0.7833333333333333,100,5,0.5,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,2,296,3,50,0,288,47,red,4.8,0.7833333333333333,50,5,1,Card,iOS
7d51f35d4c3e91f41480a09b91115709,9,3,79,1,51,0,288,47,red,4.8,0.7833333333333333,50,5,0.1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,3,91,2,51,1,288,47,red,4.8,0.7833333333333333,50,5,0.1,Bracelet,Android
7d51f35d4c3e91f41480a09b91115709,9,3,306,3,51,0,288,47,red,4.8,0.7833333333333333,50,5,1,Ring,Android
7d51f35d4c3e91f41480a09b91115709,9,4,9,1,52,0,288,47,red,4.8,0.7833333333333333,100,1,0.1,Implantable,iOS
7d51f35d4c3e91f41480a09b91115709,9,4,31,2,52,1,288,47,red,4.8,0.7833333333333333,50,1,0.1,Bracelet,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,4,24,3,52,0,288,47,red,4.8,0.7833333333333333,100,1,0.1,Card,Android
7d51f35d4c3e91f41480a09b91115709,9,5,207,1,53,0,288,47,red,4.8,0.7833333333333333,25,5,0.5,Bracelet,iOS/Android
7d51f35d4c3e91f41480a09b91115709,9,5,83,2,53,0,288,47,red,4.8,0.7833333333333333,100,5,0.1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,5,299,3,53,1,288,47,red,4.8,0.7833333333333333,100,5,1,Bracelet,iOS
7d51f35d4c3e91f41480a09b91115709,9,6,161,1,54,0,288,47,red,4.8,0.7833333333333333,50,3,0.5,Implantable,Android
7d51f35d4c3e91f41480a09b91115709,9,6,112,2,54,0,288,47,red,4.8,0.7833333333333333,25,1,0.5,Card,iOS
7d51f35d4c3e91f41480a09b91115709,9,6,126,3,54,1,288,47,red,4.8,0.7833333333333333,50,1,0.5,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,1,94,1,55,0,164,39,red,2.7333333333333334,0.65,100,5,0.1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,1,182,2,55,0,164,39,red,2.7333333333333334,0.65,25,5,0.5,Ring,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,1,181,3,55,1,164,39,red,2.7333333333333334,0.65,25,5,0.5,Implantable,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,2,234,1,56,0,164,39,red,2.7333333333333334,0.65,50,1,1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,2,36,2,56,0,164,39,red,2.7333333333333334,0.65,100,1,0.1,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,2,160,3,56,1,164,39,red,2.7333333333333334,0.65,25,3,0.5,Card,Android
49b0f9d19b11beee4cd941ac9de4f491,10,3,227,1,57,0,164,39,red,2.7333333333333334,0.65,100,1,1,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,3,147,2,57,0,164,39,red,2.7333333333333334,0.65,25,3,0.5,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,3,139,3,57,1,164,39,red,2.7333333333333334,0.65,50,1,0.5,Bracelet,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,104,1,58,0,164,39,red,2.7333333333333334,0.65,50,5,0.1,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,180,2,58,1,164,39,red,2.7333333333333334,0.65,100,3,0.5,Card,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,4,46,3,58,0,164,39,red,2.7333333333333334,0.65,100,3,0.1,Ring,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,11,1,59,0,164,39,red,2.7333333333333334,0.65,100,1,0.1,Bracelet,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,149,2,59,1,164,39,red,2.7333333333333334,0.65,50,3,0.5,Implantable,iOS
49b0f9d19b11beee4cd941ac9de4f491,10,5,314,3,59,0,164,39,red,2.7333333333333334,0.65,25,5,1,Ring,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,285,1,60,0,164,39,red,2.7333333333333334,0.65,100,3,1,Implantable,iOS/Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,54,2,60,0,164,39,red,2.7333333333333334,0.65,50,3,0.1,Ring,Android
49b0f9d19b11beee4cd941ac9de4f491,10,6,261,3,60,1,164,39,red,2.7333333333333334,0.65,100,3,1,Implantable,iOS
76f9455204a761cb2b570a30602e30e1,11,1,239,1,61,0,169,63,red,2.816666666666667,1.05,100,1,1,Bracelet,Android
76f9455204a761cb2b570a30602e30e1,11,1,286,2,61,1,169,63,red,2.816666666666667,1.05,100,3,1,Ring,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,1,14,3,61,0,169,63,red,2.816666666666667,1.05,25,1,0.1,Ring,Android
76f9455204a761cb2b570a30602e30e1,11,2,215,1,62,1,169,63,red,2.816666666666667,1.05,100,5,0.5,Bracelet,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,2,255,2,62,0,169,63,red,2.816666666666667,1.05,25,3,1,Bracelet,iOS
76f9455204a761cb2b570a30602e30e1,11,2,157,3,62,0,169,63,red,2.816666666666667,1.05,25,3,0.5,Implantable,Android
76f9455204a761cb2b570a30602e30e1,11,3,270,1,63,0,169,63,red,2.816666666666667,1.05,50,3,1,Ring,Android
76f9455204a761cb2b570a30602e30e1,11,3,309,2,63,1,169,63,red,2.816666666666667,1.05,100,5,1,Implantable,Android
76f9455204a761cb2b570a30602e30e1,11,3,254,3,63,0,169,63,red,2.816666666666667,1.05,25,3,1,Ring,iOS
76f9455204a761cb2b570a30602e30e1,11,4,100,1,64,0,169,63,red,2.816666666666667,1.05,25,5,0.1,Card,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,4,7,2,64,0,169,63,red,2.816666666666667,1.05,50,1,0.1,Bracelet,iOS
76f9455204a761cb2b570a30602e30e1,11,4,287,3,64,1,169,63,red,2.816666666666667,1.05,100,3,1,Bracelet,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,5,176,1,65,1,169,63,red,2.816666666666667,1.05,50,3,0.5,Card,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,5,216,2,65,0,169,63,red,2.816666666666667,1.05,100,5,0.5,Card,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,5,64,3,65,0,169,63,red,2.816666666666667,1.05,25,3,0.1,Card,iOS/Android
76f9455204a761cb2b570a30602e30e1,11,6,243,1,66,0,169,63,red,2.816666666666667,1.05,25,1,1,Bracelet,iOS/Android
