"session_id","time_start","time_end","completion_code","respID","browser","ip_address","consent_age","consent_understand","rfid_familiar","screenout","needles","cbc_q1","cbc_q2","cbc_q3","cbc_q4","cbc_q5","cbc_q6","year_of_birth","gender","feedback","time_q_consent_age","time_q_consent_understand","time_q_rfid_familiar","time_q_screenout","time_q_needles","time_q_cbc_q1","time_q_cbc_q2","time_q_cbc_q3","time_q_cbc_q4","time_q_cbc_q5","time_q_cbc_q6","time_q_year_of_birth","time_q_gender","time_q_feedback","time_p_welcome","time_p_consent","time_p_RFID_Familiarity","time_p_rfid_info","time_p_screening","time_p_needles_page","time_p_educational","time_p_cbc_intro","time_p_cbc_q1_page","time_p_cbc_q2_page","time_p_cbc_q3_page","time_p_cbc_q4_page","time_p_cbc_q5_page","time_p_cbc_q6_page","time_p_demographics","time_p_end_normal","time_p_end_consent","time_p_end_screenout","current_page"
"35deb13c979743437c1cb29b06cc2116","2025-11-25 03:07:14 UTC","2025-11-25 03:13:58 UTC","8011091355","174","Google App v393, iOS","174.220.84.22","yes","yes","yes","blue","red","option_2","option_3","option_3","option_3","option_1","option_1","1980","woman","No. But even though I was born before 1980 I am technologically savvy. Their year I was born was not an option. Please don’t make assumptions about people and your abilities based on their age.","2025-11-25 03:07:37 UTC","2025-11-25 03:07:39 UTC","2025-11-25 03:07:46 UTC","2025-11-25 03:07:56 UTC","2025-11-25 03:08:02 UTC","2025-11-25 03:08:53 UTC","2025-11-25 03:09:17 UTC","2025-11-25 03:09:33 UTC","2025-11-25 03:09:43 UTC","2025-11-25 03:09:57 UTC","2025-11-25 03:10:11 UTC","2025-11-25 03:10:58 UTC","2025-11-25 03:10:51 UTC","2025-11-25 03:12:18 UTC","2025-11-25 03:07:14 UTC","2025-11-25 03:07:26 UTC","2025-11-25 03:07:40 UTC",NA,"2025-11-25 03:07:47 UTC","2025-11-25 03:07:58 UTC","2025-11-25 03:08:02 UTC","2025-11-25 03:08:22 UTC","2025-11-25 03:08:26 UTC","2025-11-25 03:08:57 UTC","2025-11-25 03:09:20 UTC","2025-11-25 03:09:35 UTC","2025-11-25 03:09:44 UTC","2025-11-25 03:09:59 UTC","2025-11-25 03:10:14 UTC","2025-11-25 03:12:26 UTC",NA,NA,"end_normal"
"68078feae9b0ba61a56ab7520f1e6a12","2025-11-25 02:27:17 UTC","2025-11-25 02:29:34 UTC","7412027603","356","Chrome v142, Windows","130.44.143.14","yes","yes","yes","red","red","option_2","option_1","option_3","option_1","option_1","option_3",NA,NA,NA,"2025-11-25 02:27:25 UTC","2025-11-25 02:27:27 UTC","2025-11-25 02:27:30 UTC","2025-11-25 02:27:46 UTC","2025-11-25 02:27:48 UTC","2025-11-25 02:28:20 UTC","2025-11-25 02:28:26 UTC","2025-11-25 02:28:32 UTC","2025-11-25 02:28:37 UTC","2025-11-25 02:28:41 UTC","2025-11-25 02:28:50 UTC",NA,NA,NA,"2025-11-25 02:27:17 UTC","2025-11-25 02:27:21 UTC","2025-11-25 02:27:28 UTC",NA,"2025-11-25 02:27:31 UTC","2025-11-25 02:27:46 UTC","2025-11-25 02:27:49 UTC","2025-11-25 02:28:09 UTC","2025-11-25 02:28:12 UTC","2025-11-25 02:28:22 UTC","2025-11-25 02:28:27 UTC","2025-11-25 02:28:33 UTC","2025-11-25 02:28:38 UTC","2025-11-25 02:28:42 UTC","2025-11-25 02:28:50 UTC",NA,NA,NA,"demographics"
"79584671a59bb1c3c530425dc5634757","2025-11-25 02:25:40 UTC","2025-11-25 02:28:17 UTC","3279291181","256","Firefox v145, Android","4.30.162.54","yes","yes","yes","red","red","option_3","option_1","option_2","option_1","option_2","option_1","1997","woman","Na","2025-11-25 02:25:50 UTC","2025-11-25 02:25:51 UTC","2025-11-25 02:25:58 UTC","2025-11-25 02:26:01 UTC","2025-11-25 02:26:03 UTC","2025-11-25 02:26:41 UTC","2025-11-25 02:26:46 UTC","2025-11-25 02:26:56 UTC","2025-11-25 02:27:22 UTC","2025-11-25 02:27:28 UTC","2025-11-25 02:27:37 UTC","2025-11-25 02:27:48 UTC","2025-11-25 02:27:51 UTC","2025-11-25 02:27:56 UTC","2025-11-25 02:25:40 UTC","2025-11-25 02:25:48 UTC","2025-11-25 02:25:51 UTC",NA,"2025-11-25 02:25:58 UTC","2025-11-25 02:26:02 UTC","2025-11-25 02:26:04 UTC","2025-11-25 02:26:30 UTC","2025-11-25 02:26:32 UTC","2025-11-25 02:26:42 UTC","2025-11-25 02:26:48 UTC","2025-11-25 02:26:59 UTC","2025-11-25 02:27:24 UTC","2025-11-25 02:27:30 UTC","2025-11-25 02:27:42 UTC","2025-11-25 02:27:56 UTC",NA,NA,"end_normal"
"a42e1762940ffe45d4bcf6eba6cb490b","2025-11-25 03:02:52 UTC","2025-11-25 03:04:37 UTC","5648426931","385","Chrome v139, Windows","72.134.167.153","yes","yes","yes","red","blue","option_1","option_3","option_2","option_2","option_1","option_2","1996","man","n/a","2025-11-25 03:03:05 UTC","2025-11-25 03:03:06 UTC","2025-11-25 03:03:10 UTC","2025-11-25 03:03:16 UTC","2025-11-25 03:03:19 UTC","2025-11-25 03:03:40 UTC","2025-11-25 03:03:47 UTC","2025-11-25 03:03:53 UTC","2025-11-25 03:03:59 UTC","2025-11-25 03:04:03 UTC","2025-11-25 03:04:07 UTC","2025-11-25 03:04:11 UTC","2025-11-25 03:04:13 UTC","2025-11-25 03:04:15 UTC","2025-11-25 03:02:52 UTC","2025-11-25 03:03:03 UTC","2025-11-25 03:03:07 UTC",NA,"2025-11-25 03:03:10 UTC","2025-11-25 03:03:17 UTC","2025-11-25 03:03:20 UTC","2025-11-25 03:03:28 UTC","2025-11-25 03:03:29 UTC","2025-11-25 03:03:41 UTC","2025-11-25 03:03:48 UTC","2025-11-25 03:03:55 UTC","2025-11-25 03:04:01 UTC","2025-11-25 03:04:04 UTC","2025-11-25 03:04:08 UTC","2025-11-25 03:04:16 UTC",NA,NA,"end_normal"
"7d51f35d4c3e91f41480a09b91115709","2025-11-25 03:02:55 UTC","2025-11-25 03:07:43 UTC","5825414076","458","Chrome v142, Android","136.32.206.141","yes","yes","yes","red","red","option_1","option_2","option_2","option_2","option_3","option_3",NA,"woman","Year of birth 1979","2025-11-25 03:03:00 UTC","2025-11-25 03:03:00 UTC","2025-11-25 03:03:06 UTC","2025-11-25 03:03:17 UTC","2025-11-25 03:03:19 UTC","2025-11-25 03:04:12 UTC","2025-11-25 03:04:21 UTC","2025-11-25 03:04:26 UTC","2025-11-25 03:04:37 UTC","2025-11-25 03:04:44 UTC","2025-11-25 03:04:54 UTC",NA,"2025-11-25 03:06:25 UTC","2025-11-25 03:06:45 UTC","2025-11-25 03:02:55 UTC","2025-11-25 03:02:58 UTC","2025-11-25 03:03:01 UTC",NA,"2025-11-25 03:03:07 UTC","2025-11-25 03:03:17 UTC","2025-11-25 03:03:20 UTC","2025-11-25 03:03:54 UTC","2025-11-25 03:03:58 UTC","2025-11-25 03:04:13 UTC","2025-11-25 03:04:22 UTC","2025-11-25 03:04:31 UTC","2025-11-25 03:04:38 UTC","2025-11-25 03:04:45 UTC","2025-11-25 03:04:56 UTC",NA,NA,NA,"demographics"
"49b0f9d19b11beee4cd941ac9de4f491","2025-11-25 03:18:51 UTC","2025-11-25 03:21:35 UTC","8601873162","223","Chrome v142, Windows","67.176.24.175","yes","yes","yes","red","red","option_3","option_3","option_3","option_2","option_2","option_3","1988","man","None","2025-11-25 03:19:08 UTC","2025-11-25 03:19:09 UTC","2025-11-25 03:19:15 UTC","2025-11-25 03:19:26 UTC","2025-11-25 03:19:29 UTC","2025-11-25 03:20:07 UTC","2025-11-25 03:20:15 UTC","2025-11-25 03:20:23 UTC","2025-11-25 03:20:30 UTC","2025-11-25 03:20:35 UTC","2025-11-25 03:20:45 UTC","2025-11-25 03:20:50 UTC","2025-11-25 03:20:52 UTC","2025-11-25 03:21:00 UTC","2025-11-25 03:18:51 UTC","2025-11-25 03:19:04 UTC","2025-11-25 03:19:10 UTC",NA,"2025-11-25 03:19:16 UTC","2025-11-25 03:19:26 UTC","2025-11-25 03:19:29 UTC","2025-11-25 03:19:51 UTC","2025-11-25 03:19:57 UTC","2025-11-25 03:20:08 UTC","2025-11-25 03:20:18 UTC","2025-11-25 03:20:24 UTC","2025-11-25 03:20:31 UTC","2025-11-25 03:20:36 UTC","2025-11-25 03:20:46 UTC","2025-11-25 03:21:01 UTC",NA,NA,"end_normal"
"5211af2b397183c798c59151424127fc","2025-11-25 03:13:51 UTC","2025-11-25 03:19:20 UTC","2566651676","140","Firefox v143, Linux","47.13.164.253","yes","yes","yes","blue","red","option_3","option_2","option_2","option_3","option_3","option_2","1984","man","The implants were kinda creepy...Orwellian. I've used a RFID entry badge before, but that can be taken off your body.","2025-11-25 03:13:55 UTC","2025-11-25 03:13:56 UTC","2025-11-25 03:14:00 UTC","2025-11-25 03:14:03 UTC","2025-11-25 03:14:07 UTC","2025-11-25 03:14:24 UTC","2025-11-25 03:14:29 UTC","2025-11-25 03:14:35 UTC","2025-11-25 03:14:41 UTC","2025-11-25 03:14:54 UTC","2025-11-25 03:15:10 UTC","2025-11-25 03:15:17 UTC","2025-11-25 03:15:19 UTC","2025-11-25 03:18:56 UTC","2025-11-25 03:13:51 UTC","2025-11-25 03:13:54 UTC","2025-11-25 03:13:58 UTC",NA,"2025-11-25 03:14:01 UTC","2025-11-25 03:14:05 UTC","2025-11-25 03:14:08 UTC","2025-11-25 03:14:14 UTC","2025-11-25 03:14:16 UTC","2025-11-25 03:14:25 UTC","2025-11-25 03:14:30 UTC","2025-11-25 03:14:37 UTC","2025-11-25 03:14:47 UTC","2025-11-25 03:14:58 UTC","2025-11-25 03:15:11 UTC","2025-11-25 03:18:59 UTC",NA,NA,"end_normal"
"76f9455204a761cb2b570a30602e30e1","2025-11-25 03:11:50 UTC","2025-11-25 03:14:39 UTC","1860272235","491","Chrome v142, Mac OS X","129.222.2.208","yes","yes","yes","red","red","option_2","option_1","option_2","option_3","option_1","option_2","1997","man","none","2025-11-25 03:11:57 UTC","2025-11-25 03:11:59 UTC","2025-11-25 03:12:03 UTC","2025-11-25 03:12:08 UTC","2025-11-25 03:12:18 UTC","2025-11-25 03:13:10 UTC","2025-11-25 03:13:20 UTC","2025-11-25 03:13:26 UTC","2025-11-25 03:13:33 UTC","2025-11-25 03:13:41 UTC","2025-11-25 03:13:58 UTC","2025-11-25 03:14:06 UTC","2025-11-25 03:14:09 UTC","2025-11-25 03:14:16 UTC","2025-11-25 03:11:50 UTC","2025-11-25 03:11:55 UTC","2025-11-25 03:12:00 UTC",NA,"2025-11-25 03:12:03 UTC","2025-11-25 03:12:15 UTC","2025-11-25 03:12:19 UTC","2025-11-25 03:12:37 UTC","2025-11-25 03:12:40 UTC","2025-11-25 03:13:11 UTC","2025-11-25 03:13:21 UTC","2025-11-25 03:13:28 UTC","2025-11-25 03:13:35 UTC","2025-11-25 03:13:43 UTC","2025-11-25 03:14:02 UTC","2025-11-25 03:14:17 UTC",NA,NA,"end_normal"
"f4330c1354698ad0e105fbeb96ab6151","2025-11-25 03:08:51 UTC","2025-11-25 03:12:22 UTC","7012801725","443","Chrome v142, Android","136.32.206.141","yes","yes","yes","red","red","option_2","option_3","option_3","option_3","option_1","option_3","1980","woman","Birth year 1979","2025-11-25 03:08:58 UTC","2025-11-25 03:08:59 UTC","2025-11-25 03:09:01 UTC","2025-11-25 03:09:04 UTC","2025-11-25 03:09:06 UTC","2025-11-25 03:09:20 UTC","2025-11-25 03:09:25 UTC","2025-11-25 03:09:31 UTC","2025-11-25 03:09:39 UTC","2025-11-25 03:09:44 UTC","2025-11-25 03:09:49 UTC","2025-11-25 03:11:47 UTC","2025-11-25 03:11:52 UTC","2025-11-25 03:11:27 UTC","2025-11-25 03:08:51 UTC","2025-11-25 03:08:54 UTC","2025-11-25 03:08:59 UTC",NA,"2025-11-25 03:09:01 UTC","2025-11-25 03:09:04 UTC","2025-11-25 03:09:06 UTC","2025-11-25 03:09:08 UTC","2025-11-25 03:09:09 UTC","2025-11-25 03:09:21 UTC","2025-11-25 03:09:26 UTC","2025-11-25 03:09:32 UTC","2025-11-25 03:09:40 UTC","2025-11-25 03:09:45 UTC","2025-11-25 03:09:50 UTC",NA,NA,NA,"demographics"
"eb0a0371a6c49fb9e833dfc9533dda17","2025-11-25 03:30:15 UTC","2025-11-25 03:33:11 UTC","3508656511","201","Chrome v141, Mac OS X","73.45.247.73","yes","yes","yes","blue","red","option_3","option_1","option_1","option_1","option_1","option_3","1980","man","none","2025-11-25 03:30:22 UTC","2025-11-25 03:30:23 UTC","2025-11-25 03:30:29 UTC","2025-11-25 03:30:54 UTC","2025-11-25 03:30:59 UTC","2025-11-25 03:31:33 UTC","2025-11-25 03:31:38 UTC","2025-11-25 03:31:49 UTC","2025-11-25 03:31:53 UTC","2025-11-25 03:32:02 UTC","2025-11-25 03:32:08 UTC","2025-11-25 03:32:46 UTC","2025-11-25 03:32:35 UTC","2025-11-25 03:32:40 UTC","2025-11-25 03:30:15 UTC","2025-11-25 03:30:21 UTC","2025-11-25 03:30:25 UTC",NA,"2025-11-25 03:30:29 UTC","2025-11-25 03:30:56 UTC","2025-11-25 03:30:59 UTC","2025-11-25 03:31:18 UTC","2025-11-25 03:31:21 UTC","2025-11-25 03:31:35 UTC","2025-11-25 03:31:41 UTC","2025-11-25 03:31:50 UTC","2025-11-25 03:31:56 UTC","2025-11-25 03:32:03 UTC","2025-11-25 03:32:11 UTC","2025-11-25 03:32:47 UTC",NA,NA,"end_normal"
"5e2f98d70e71760d2244736f62b65217","2025-11-25 03:13:36 UTC","2025-11-25 03:20:45 UTC","4158369123","187","Safari v26, Unknown","184.153.17.185","yes","yes","yes","red","red","option_2","option_1","option_3","option_3","option_3","option_2","1980","man","Why did year of birth only start with 1980? I was born in 1967.","2025-11-25 03:13:43 UTC","2025-11-25 03:13:43 UTC","2025-11-25 03:13:47 UTC","2025-11-25 03:13:53 UTC","2025-11-25 03:13:55 UTC","2025-11-25 03:14:26 UTC","2025-11-25 03:14:41 UTC","2025-11-25 03:14:47 UTC","2025-11-25 03:14:55 UTC","2025-11-25 03:15:02 UTC","2025-11-25 03:15:07 UTC","2025-11-25 03:16:17 UTC","2025-11-25 03:15:35 UTC","2025-11-25 03:16:02 UTC","2025-11-25 03:13:36 UTC","2025-11-25 03:13:38 UTC","2025-11-25 03:13:45 UTC",NA,"2025-11-25 03:13:48 UTC","2025-11-25 03:13:54 UTC","2025-11-25 03:13:56 UTC","2025-11-25 03:14:13 UTC","2025-11-25 03:14:16 UTC","2025-11-25 03:14:27 UTC","2025-11-25 03:14:43 UTC","2025-11-25 03:14:48 UTC","2025-11-25 03:14:55 UTC","2025-11-25 03:15:02 UTC","2025-11-25 03:15:08 UTC","2025-11-25 03:16:20 UTC",NA,NA,"end_normal"
